end_date,beta,se,p,ci_low,ci_high
2022-09-29,-0.11579026714725899,0.042653788255657424,0.006634509166737947,-0.19939169212834754,-0.032188842166170434
2022-10-06,-0.12032772828116954,0.040920524100341596,0.0032765903704151844,-0.20053195551783906,-0.04012350104450002
2022-10-13,-0.12478321195435302,0.03886507913558195,0.0013242273231241553,-0.20095876706009363,-0.04860765684861239
2022-10-20,-0.11206645190733955,0.03792349949573994,0.0031260195703474783,-0.18639651091898984,-0.037736392895689266
2022-10-27,-0.10457527565271897,0.03739480252759534,0.005165637407602704,-0.17786908860680584,-0.031281462698632106
2022-11-03,-0.09027542848382358,0.03672673455015803,0.013970136415319936,-0.1622598282021333,-0.018291028765513848
2022-11-10,-0.08003774777727576,0.0361721443513673,0.026919014440130336,-0.15093515070595567,-0.009140344848595855
2022-11-17,-0.08400614675869236,0.0350342447668645,0.016492538600745725,-0.15267326650174678,-0.01533902701563794
2022-11-24,-0.08875304033355298,0.03578542383098117,0.013132896115133495,-0.15889247104227608,-0.018613609624829885
2022-12-01,-0.08953844162917723,0.036920317621796275,0.015300768864182178,-0.16190226416789794,-0.017174619090456533
2022-12-08,-0.08593867651650376,0.0372656396294471,0.021104468233616617,-0.1589793301902201,-0.012898022842787446
2022-12-15,-0.08840389747878954,0.03825347732610109,0.02083269407222436,-0.16338071303794768,-0.013427081919631406
2022-12-22,-0.08894230387593471,0.039487152352372386,0.02429470030077659,-0.16633712248658458,-0.011547485265284846
2022-12-29,-0.10530721643224951,0.04594691232614485,0.021909545055505325,-0.1953631645914934,-0.015251268273005616
2023-01-05,-0.13852104039512564,0.05466731339472287,0.011280365527292129,-0.24566897464878246,-0.03137310614146882
2023-01-12,-0.1735683636364801,0.059566552796333695,0.003569944148271646,-0.29031880711729413,-0.05681792015566606
2023-01-19,-0.1930952792271961,0.060618478345895434,0.0014454434256709564,-0.3119074967851512,-0.07428306166924105
2023-01-26,-0.2161289452674619,0.05909924952202754,0.0002551340415760298,-0.3319634743306359,-0.10029441620428793
2023-02-02,-0.22597294757710587,0.0569459207733649,7.241677482243618e-05,-0.33758695229290103,-0.11435894286131068
2023-02-09,-0.21561850470232333,0.058685919639886494,0.00023868020923913384,-0.33064290719650086,-0.1005941022081458
2023-02-16,-0.21787898859920346,0.06265665193059453,0.0005063999256258394,-0.3406860263831687,-0.0950719508152382
2023-02-23,-0.25402631479686666,0.05766785935823328,1.0578900324755483e-05,-0.3670553191390039,-0.14099731045472944
2023-03-02,-0.27601087569991406,0.05729288437934975,1.4533751883065289e-06,-0.38830492908343955,-0.16371682231638857
2023-03-09,-0.3064216100890985,0.05486682368318658,2.339356194877462e-08,-0.4139605845081442,-0.19888263567005282
2023-03-16,-0.3355656324568169,0.05220869711346782,1.2981388129586552e-10,-0.43789467879921384,-0.23323658611442
2023-03-23,-0.36244474336285365,0.05168400596710249,2.3375216781420715e-12,-0.46374539505837453,-0.26114409166733277
2023-03-30,-0.37614854444135776,0.057555494754894854,6.343707755996034e-11,-0.4889573141609517,-0.26333977472176384
2023-04-06,-0.4030652668894967,0.061156566956246224,4.377248144096465e-11,-0.5229321381237393,-0.28319839565525406
2023-04-13,-0.4104643274843482,0.06869617672709614,2.299942238867979e-09,-0.5451088338694566,-0.27581982109923975
2023-04-20,-0.42323984218265054,0.079379235065491,9.720597920944571e-08,-0.5788231429110129,-0.2676565414542882
2023-04-27,-0.443986839362242,0.09328230562189263,1.9397311145535553e-06,-0.6268201583811516,-0.2611535203433324
2023-05-04,-0.47514261743297054,0.10870468727857932,1.237078271353219e-05,-0.688203804498986,-0.2620814303669551
2023-05-11,-0.5825541897084426,0.08928712478792597,6.822699650919152e-11,-0.7575569542927776,-0.40755142512410775
2023-05-18,-0.583668381730698,0.09531343936299777,9.144218753688931e-10,-0.7704827228821737,-0.39685404057922236
2023-05-25,-0.5860772476906774,0.10521012955243643,2.539508282347761e-08,-0.7922891016134528,-0.37986539376790196
2023-06-01,-0.552247673259741,0.11900006671626184,3.471735405453229e-06,-0.7854878040236142,-0.3190075424958678
2023-06-08,-0.5400890591650456,0.15284816198460732,0.0004100952901384543,-0.839671456654876,-0.24050666167521523
2023-06-15,-0.5686292577083282,0.17443259273164213,0.001114595018271595,-0.9105171394623468,-0.2267413759543096
2023-06-22,-0.6262047282538263,0.17372505579868017,0.0003126659863812838,-0.9667058376192394,-0.2857036188884132
2023-06-29,-0.7023799561561053,0.16317123511387052,1.673198678293169e-05,-1.0221955769792914,-0.38256433533291906
2023-07-06,-0.7590160992181876,0.1576701998247791,1.4797753415105805e-06,-1.0680496908747545,-0.44998250756162056
2023-07-13,-0.8405833248766029,0.13864117989670247,1.3359456972637713e-09,-1.1123200374741398,-0.5688466122790661
2023-07-20,-0.8604947913750025,0.14193903324657883,1.340840581518896e-09,-1.138695296538297,-0.582294286211708
2023-07-27,-0.8901511590036971,0.1474608331093752,1.5746735053811542e-09,-1.1791743918980724,-0.6011279261093218
2023-08-03,-0.9195081000306734,0.1585915954045444,6.7125514471934916e-09,-1.2303476270235805,-0.6086685730377663
2023-08-10,-0.9367037338025809,0.1667320923676728,1.931614689035379e-08,-1.2634986348432196,-0.6099088327619422
2023-08-17,-0.9667781284471667,0.18523518934244415,1.7970481682368083e-07,-1.3298390995583573,-0.6037171573359762
2023-08-24,-0.9824187570772956,0.20389716401119332,1.4485399657614132e-06,-1.3820571985392345,-0.5827803156153568
2023-08-31,-1.0419415575124729,0.21554808382584698,1.338723867162391e-06,-1.4644158018111328,-0.6194673132138129
2023-09-07,-1.0802946128613242,0.22239646872956406,1.188669745423163e-06,-1.5161916915712697,-0.6443975341513787
2023-09-14,-1.0909973527295433,0.23097226639843174,2.3182068801922795e-06,-1.5437029948704695,-0.6382917105886172
