Date,Price,Returns,Energy_TWh_Annual,Market_Cap,Daily_Energy_Cost,Cumulative_Energy_Cost,CEIR,CEIR_winsorized,fear_greed,volatility_30d,EPUREG,weighted_elec_price,daily_energy_gwh,daily_elec_cost_enhanced,CEIR_enhanced
2018-01-02,14767.66,9.383997185341553,36.9645251843373,310120860000.0,5063633.58689552,10104051.570718698,92.45398957314474,92.45398957314474,,,100.0,0.076,101.2726717379104,7696.72305208119,7696.72305208119
2018-01-03,15027.05,1.75647326658388,37.2159417164804,315568050000.0,5098074.207737042,15202125.77845574,92.45398957314474,92.45398957314474,,,100.0,0.076,101.96148415474083,7749.072795760303,15445.795847841493
2018-01-04,14893.34,-0.8897954022911936,37.4856629940503,312760140000.0,5135022.327952096,20337148.10640784,92.45398957314474,92.45398957314474,,,100.0,0.076,102.70044655904194,7805.2339384871875,23251.02978632868
2018-01-05,16555.04,11.157336097879988,37.8028523313763,347655840000.0,5178472.922106342,25515621.028514177,92.45398957314474,92.45398957314474,,,100.0,0.076,103.56945844212684,7871.278841601639,31122.308627930317
2018-01-08,14938.37,-9.765424909876383,39.026543612112,313705770000.0,5346101.864672877,30861722.893187054,92.45398957314474,92.45398957314474,,,100.0,0.076,106.92203729345754,8126.074834302772,39248.38346223309
2018-01-09,14510.13,-2.8667116961221484,39.4402789802126,304712730000.0,5402777.942494876,36264500.83568193,92.45398957314474,92.45398957314474,,,100.0,0.076,108.05555884989754,8212.222472592213,47460.605934825304
2018-01-10,14491.36,-0.1293579037541237,39.8440130152441,304318560000.0,5458083.974690973,41722584.8103729,92.45398957314474,92.45398957314474,,,100.0,0.076,109.16167949381945,8296.287641530278,55756.89357635558
2018-01-11,13463.52,-7.092778041536474,40.2397317186025,282733920000.0,5512292.016246919,47234876.82661982,92.45398957314474,92.45398957314474,,,100.0,0.076,110.24584032493834,8378.683864695313,64135.57744105089
2018-01-12,13763.0,2.22438114252439,40.6372987820845,289023000000.0,5566753.257819795,52801630.08443961,92.45398957314474,92.45398957314474,,,100.0,0.076,111.3350651563959,8461.464951886088,72597.04239293697
2018-01-13,14170.41,2.9601830996148992,41.0450000676022,297578610000.0,5622602.748986604,58424232.833426215,92.45398957314474,92.45398957314474,,,100.0,0.076,112.45205497973207,8546.356178459637,81143.39857139661
2018-01-14,13500.04,-4.730773492086671,41.4235024803634,283500840000.0,5674452.39457033,64098685.22799654,92.45398957314474,92.45398957314474,,,100.0,0.076,113.48904789140657,8625.1676397469,89768.56621114351
2018-01-15,13939.58,3.255842204911974,41.7921787671279,292731180000.0,5724955.995496972,69823641.22349352,92.45398957314474,92.45398957314474,,,100.0,0.076,114.49911990993945,8701.933113155399,98470.4993242989
2018-01-16,10753.3,-22.857790550360924,42.1049709936097,225819300000.0,5767804.245699958,75591445.46919347,-157.19089774797308,-157.19089774797308,,,100.0,0.076,115.35608491399917,8767.062453463936,107237.56177776284
2018-01-17,11387.79,5.900421266029987,42.3836365710552,239143590000.00003,5805977.612473316,81397423.08166678,-10.521340450062226,-10.521340450062226,,,100.0,0.076,116.1195522494663,8825.085970959439,116062.64774872227
2018-01-18,11605.0,1.9073937963379968,42.6910487781437,243705000000.0,5848088.873718316,87245511.9553851,42.466367804622806,42.466367804622806,,,100.0,0.076,116.96177747436631,8889.09508805184,124951.74283677411
2018-01-19,11350.0,-2.1973287376131023,43.0915766745499,238350000000.0,5902955.708842452,93148467.66422756,-17.713656932583774,-17.713656932583774,,,100.0,0.076,118.05911417684904,8972.492677440527,133924.23551421464
2018-01-20,12903.01,13.682907488986796,43.4363443128356,270963210000.0,5950184.152443234,99098651.8166708,92.45398957314474,92.45398957314474,,,100.0,0.076,119.00368304886466,9044.279911713713,142968.51542592834
2018-01-21,11451.99,-11.245593082544314,43.7384853100276,240491790000.0,5991573.330140767,105090225.14681156,4.679693085755282,4.679693085755282,,,100.0,0.076,119.83146660281534,9107.191461813965,152075.7068877423
2018-01-22,10350.0,-9.62269439634509,44.0165044758848,217350000000.0,6029658.147381481,111119883.29419304,-157.19089774797308,-157.19089774797308,,,100.0,0.076,120.5931629476296,9165.08038401985,161240.78727176215
2018-01-23,10980.59,6.092657004830926,44.2755960651011,230592390000.0,6065150.14590426,117185033.4400973,-80.27996173085522,-80.27996173085522,,,100.0,0.076,121.3030029180852,9219.028221774475,170459.81549353662
2018-01-24,11233.84,2.306342373224024,44.5404469935013,235910640000.0,6101431.095000179,123286464.53509748,-33.169577985877204,-33.169577985877204,,,100.0,0.076,122.02862190000356,9274.17526440027,179733.9907579369
2018-01-25,11245.8,0.1064640407910211,44.893631094183,236161800000.0,6149812.478655205,129436277.01375268,-29.65320147142535,-29.65320147142535,,,100.0,0.076,122.99624957310411,9347.714967555912,189081.70572549282
2018-01-26,10918.0,-2.914865994415683,45.1508123799576,229278000000.0,6185042.791775015,135621319.8055277,-79.05836645281629,-79.05836645281629,,,100.0,0.076,123.70085583550028,9401.26504349802,198482.97076899084
2018-01-27,11553.38,5.819564022714774,45.4092884111104,242620980000.0,6220450.467275399,141841770.2728031,18.47819577377708,18.47819577377708,,,100.0,0.076,124.40900934550794,9455.084710258603,207938.05547924945
2018-01-28,11642.56,0.7718953241389048,45.6407043766441,244493760000.0,6252151.284471795,148093921.55727488,30.34398679396205,30.34398679396205,,,100.0,0.076,125.04302568943591,9503.269952397128,217441.32543164658
2018-01-29,11200.01,-3.801139955473709,45.9258533606326,235200210000.0,6291212.789127753,154385134.34640265,-31.08971612014432,-31.08971612014432,,,100.0,0.076,125.82425578255507,9562.643439474186,227003.96887112077
2018-01-30,10082.0,-9.982223230157828,46.1587352628213,211722000000.0,6323114.419564562,160708248.76596722,-157.19089774797308,-157.19089774797308,,,100.0,0.076,126.46228839129125,9611.133917738134,236615.1027888589
2018-01-31,9969.99,-1.1109898829597342,46.4428331221129,209369790000.0,6362031.934536014,167070280.70050323,-157.19089774797308,-157.19089774797308,,,100.0,0.076,127.24063869072029,9670.288540494741,246285.39132935365
2018-02-01,9086.59,-8.860590632488098,46.6776889187068,190818390000.0,6394203.961466686,173464484.66196993,-157.19089774797308,-157.19089774797308,30.0,,100.0,0.076,127.88407922933371,9719.190021429362,256004.581350783
