Date,Price,Returns,Energy_TWh_Annual,Market_Cap,Daily_Energy_Cost,Cumulative_Energy_Cost,CEIR,CEIR_winsorized,EPU,fear_greed,EPUREG
2022-09-25,18903.0,-1.2230202669690438,126.860684410433,396963000000.0,17378175.946634658,13875943232.82764,11.311879658649632,11.311879658649632,201.738489402657,24.0,231.99926281305554
2022-09-26,19114.75,1.1201925620272002,126.916000160449,401409750000.0,17385753.446636852,13893328986.274277,11.617787944089033,11.617787944089033,201.738489402657,21.0,231.99926281305554
2022-09-27,19058.98,-0.2917642135000453,127.098924229031,400238580000.0,17410811.538223427,13910739797.8125,11.519055228478786,11.519055228478786,201.738489402657,20.0,231.99926281305554
2022-09-28,19569.25,2.677320612120893,126.937786889939,410954250000.0,17388737.930128634,13928128535.742628,12.27402874415568,12.27402874415568,201.738489402657,20.0,231.99926281305554
2022-09-29,19499.37,-0.357090844053809,127.318600250609,409486770000.0,17440904.14391904,13945569439.886547,12.15344921773082,12.15344921773082,201.738489402657,22.0,231.99926281305554
2022-09-30,19424.0,-0.386525308253538,127.70055605136,407904000000.0,17493226.856350686,13963062666.742895,12.024869042514023,12.024869042514023,201.738489402657,21.0,231.99926281305554
2022-10-01,19249.0,-0.900947281713349,128.083657719515,404229000000.0,17545706.536919862,13980608373.279818,11.746913697538348,11.746913697538348,207.275334795623,20.0,238.36663501496642
2022-10-02,19236.18,-0.0666008623824598,128.448350310751,403959780000.0,17595664.426130276,13998204037.705948,11.712915425318378,11.712915425318378,207.275334795623,24.0,238.36663501496642
2022-10-03,19596.0,1.8705377055111767,128.833695361683,411516000000.0,17648451.41940863,14015852489.125357,12.237286325114804,12.237286325114804,207.275334795623,24.0,238.36663501496642
2022-10-04,20342.0,3.8068993672178086,129.220196447768,427182000000.0,17701396.77366685,14033553885.899023,13.338175170872526,13.338175170872526,207.275334795623,20.0,238.36663501496642
2022-10-05,19990.0,-1.7304099891849334,129.607857037112,419790000000.0,17754500.96398795,14051308386.86301,12.79524974116226,12.79524974116226,207.275334795623,25.0,238.36663501496642
2022-10-06,20039.48,0.24752376188093,129.996680608223,420829080000.0,17807764.466879863,14069116151.329891,12.852909738960896,12.852909738960896,207.275334795623,26.0,238.36663501496642
2022-10-07,19551.0,-2.4375882008914385,130.386670650048,410571000000.0,17861187.760280546,14086977339.090172,12.108417291669795,12.108417291669795,207.275334795623,23.0,238.36663501496642
2022-10-08,19459.61,-0.4674441205053448,130.777830661998,408651810000.0,17914771.32356137,14104892110.413733,11.956972707042777,11.956972707042777,207.275334795623,24.0,238.36663501496642
2022-10-09,19483.14,0.1209171201272729,131.170164153984,409145940000.0,17968515.637532055,14122860626.051264,11.976747804760643,11.976747804760643,207.275334795623,22.0,238.36663501496642
2022-10-10,19239.0,-1.2530834352162956,130.172861484803,404019000000.0,17831898.833534658,14140692524.884798,11.59907831326926,11.59907831326926,207.275334795623,22.0,238.36663501496642
2022-10-11,19019.0,-1.1435105774728394,129.091464697143,399399000000.0,17683762.287279867,14158376287.172075,11.258282501251248,11.258282501251248,207.275334795623,24.0,238.36663501496642
2022-10-12,19171.4,0.801303959198707,129.477873051782,402599400000.00006,17736694.938600276,14176112982.110678,11.469956553336576,11.469956553336576,207.275334795623,20.0,238.36663501496642
2022-10-13,19392.5,1.153280407273316,129.325058222983,407242500000.0,17715761.40040863,14193828743.511086,11.782761580553617,11.782761580553617,207.275334795623,20.0,238.36663501496642
2022-10-14,19175.0,-1.1215676163465305,129.713033397652,402675000000.0,17768908.684609864,14211597652.195696,11.446637034145606,11.446637034145606,207.275334795623,24.0,238.36663501496642
2022-10-15,19096.0,-0.4119947848761462,130.102172497845,401016000000.0,17822215.410663698,14229419867.60636,11.315710794827066,11.315710794827066,207.275334795623,24.0,238.36663501496642
2022-10-16,19330.0,1.2253875157100858,130.492479015338,405930000000.0,17875682.056895617,14247295549.663256,11.646420853810524,11.646420853810524,207.275334795623,24.0,238.36663501496642
2022-10-17,19527.0,1.0191412312467565,130.883956452384,410067000000.0,17929309.103066307,14265224858.76632,11.921788943655503,11.921788943655503,207.275334795623,20.0,238.36663501496642
2022-10-18,19351.59,-0.8982946689199522,131.276608321742,406383390000.0,17983097.03037562,14283207955.796698,11.64888101572973,11.64888101572973,207.275334795623,22.0,238.36663501496642
2022-10-19,19195.0,-0.8091841548937384,131.352971521916,403095000000.0,17993557.74272822,14301201513.539425,11.404286545126473,11.404286545126473,207.275334795623,23.0,238.36663501496642
2022-10-20,19031.75,-0.850481896327171,131.425866047812,399666750000.0,18003543.294220824,14319205056.833645,11.15053170663278,11.15053170663278,207.275334795623,23.0,238.36663501496642
