Average electricity cost assumption: 0.05 USD/kWh,,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1679184000,2023-03-19T00:00:00,21.58868833714286,6.763770313188571,12.129542193575192,189.2464419633943,59.29121056541101,106.32756686888014
1679270400,2023-03-20T00:00:00,21.641760920571432,6.744278160434285,12.10147352800509,189.71167622972914,59.12034235436694,106.08151694649264
1679356800,2023-03-21T00:00:00,21.89042312057143,6.737780836205714,12.124576777785748,191.89144907492914,59.06338681017929,106.28404003406987
1679443200,2023-03-22T00:00:00,22.430428117714285,6.815749417211428,12.302254367232715,196.62513287988344,59.74685939127538,107.84156178316196
1679529600,2023-03-23T00:00:00,23.798845666285718,7.142469194491428,12.931332045213974,208.62068111066057,62.61088495891186,113.3560567083457
1679616000,2023-03-24T00:00:00,24.804589043314284,7.319484493211428,13.292933315568728,217.437027553693,64.16260106749137,116.52585344427546
1679702400,2023-03-25T00:00:00,25.139855877600002,7.280235306834285,13.303867827677982,220.3759766230416,63.81854269970935,116.62170537742519
1679788800,2023-03-26T00:00:00,25.745343030171426,7.324960948685714,13.465154925652346,225.68367700248274,64.21060767617897,118.03554807826846
1679875200,2023-03-27T00:00:00,26.327690015314285,7.358656100045715,13.608866167630541,230.788530674245,64.50597937300073,119.29532082544934
1679961600,2023-03-28T00:00:00,26.57572443531428,7.3529892820799985,13.645666183785355,232.96280039996503,64.45630404671327,119.61790976706243
1680048000,2023-03-29T00:00:00,26.849317492457143,7.347209080937143,13.68683370192913,235.3611171388793,64.40563480349499,119.97878423111074
1680134400,2023-03-30T00:00:00,26.767439143885714,7.2330512488,13.532790490372877,234.64337153530215,63.40492724698079,118.62844143860863
1680220800,2023-03-31T00:00:00,26.310496122857142,7.086293622422857,13.304789763744779,230.63780901296573,62.118449894158765,116.62978706898673
1680307200,2023-04-01T00:00:00,26.180759614285716,7.051351256114286,13.238587629515225,229.50053877882857,61.81214511109782,116.04945916033047
1680393600,2023-04-02T00:00:00,26.310496122857142,7.086293622422857,13.303558431852606,230.63780901296568,62.11844989415876,116.61899321361996
1680480000,2023-04-03T00:00:00,25.86939319714286,6.967489901097141,13.079941712978085,226.77110076615432,61.077016473017544,114.6587690559659
1680566400,2023-04-04T00:00:00,26.595916062857146,7.163166726262857,13.446642276545019,233.1398002070057,62.7923195224202,117.87326619619364
1680652800,2023-04-05T00:00:00,26.350607177965713,7.107259156251429,13.316503462051912,230.98942252204748,62.30223376370002,116.73246934834708
1680739200,2023-04-06T00:00:00,26.470112810468574,7.151238143771429,13.369868670309362,232.03700889656747,62.687753568300344,117.20026876393187
1680825600,2023-04-07T00:00:00,26.538800340342853,7.180351060182857,13.398242584690692,232.63912378344548,62.942957393562914,117.44899449739862
1680912000,2023-04-08T00:00:00,26.76467670829714,7.2521738708342856,13.506476876685976,234.61915602493272,63.57255615173335,118.39777630102927
1680998400,2023-04-09T00:00:00,26.690264262582854,7.253956189554286,13.46575759724546,233.96685652580135,63.58817995763286,118.04083109745372
1681084800,2023-04-10T00:00:00,26.51970788448,7.217212687360001,13.374558926976798,232.47175931535165,63.26608641739775,117.24138355387859
1681171200,2023-04-11T00:00:00,26.358481989394285,7.185299134445714,13.286822104932762,231.0584531190303,62.98633221255113,116.47228257184058
1681257600,2023-04-12T00:00:00,27.033663137142856,7.356985633919999,13.633643423108113,236.97709106019425,64.49133606694271,119.51251824696571
1681344000,2023-04-13T00:00:00,26.65898863892571,7.244281165234285,13.45062496862695,233.6926944088228,63.50336869444374,117.90817847498384
1681430400,2023-04-14T00:00:00,26.645342143337142,7.229992634057142,13.449474618016698,233.57306922849335,63.378115430144916,117.89809450153439
1681516800,2023-04-15T00:00:00,26.977917361097145,7.308579450491428,13.623548505261606,236.48842358737755,64.06700746300785,119.42402619712323
1681603200,2023-04-16T00:00:00,26.47538118966857,7.151405637554285,13.372608994956869,232.08319150863468,62.689221818800874,117.22429044979192
1681689600,2023-04-17T00:00:00,27.358336973485713,7.380022046354285,13.823939473002131,239.8231819095758,64.69327325834168,121.18065342033667
1681776000,2023-04-18T00:00:00,27.719380817142852,7.465753233417144,14.012688169098883,242.98809224307428,65.44479284413468,122.8352244903208
1681862400,2023-04-19T00:00:00,27.16234069714286,7.315723761097142,13.731093513333336,238.1050785511543,64.12963448977756,120.36676573788002
1681948800,2023-04-20T00:00:00,26.956040948571427,7.260160362148572,13.626804962836308,236.29665495517716,63.64256573459438,119.45257230422308
1682035200,2023-04-21T00:00:00,27.15490306285714,7.313720558262857,13.727333643996824,238.03988024900573,64.1120744137322,120.33380672327614
1682121600,2023-04-22T00:00:00,26.984231819999994,7.26775310352,13.641055998714407,236.54377613411998,63.70912370545632,119.5774968847305
1682208000,2023-04-23T00:00:00,27.661470385714285,7.450156023885714,13.983413315425214,242.48044940117143,65.30806770538217,122.57860112301742
1682294400,2023-04-24T00:00:00,27.354516539999995,7.36748312144,13.828242153750494,239.78969198963998,64.58335704254304,121.21837071977686
1682380800,2023-04-25T00:00:00,26.288774506628574,7.089946643519999,13.284341561426121,230.44739732510607,62.15047227709631,116.45053812746137
1682467200,2023-04-26T00:00:00,26.072728441714283,7.041641748662856,13.169772981998284,228.55353752006744,61.72703156877861,115.44622996019696
1682553600,2023-04-27T00:00:00,25.946708869028573,7.027467501005714,13.103257705676484,227.44884994590447,61.602780113816095,114.86315704796006
1682640000,2023-04-28T00:00:00,25.91768384502857,7.042002035862857,13.085407616155235,227.19441658552046,61.73018984637381,114.70668316321677
1682726400,2023-04-29T00:00:00,25.516549611634286,6.95479461664,12.879665204446136,223.67807389558615,60.96572960946624,112.90314518217482
1682812800,2023-04-30T00:00:00,25.459977603634286,6.962061884068571,12.847867961989381,223.18216367345818,61.029434475745106,112.62441055479891
1682899200,2023-05-01T00:00:00,26.46351069510857,7.260020628937142,13.353589302904409,231.97913475332174,63.641340833262994,117.05756382926005
1682985600,2023-05-02T00:00:00,26.533897592502857,7.289089758674286,13.393195554224038,232.59614629588003,63.89616082453879,117.40475222832791
1683072000,2023-05-03T00:00:00,26.827600134034288,7.369029940479999,13.543111542233278,235.17074277494453,64.59691645824768,118.7189157792169
1683158400,2023-05-04T00:00:00,27.31235195814857,7.479822741188571,13.793040563816849,239.42007726513037,65.56812614925902,120.9097935824185
1683244800,2023-05-05T00:00:00,26.593237753577142,7.263789374102856,13.434361067277008,233.11632214785723,63.67437765338564,117.76560911575025
1683331200,2023-05-06T00:00:00,27.057940977257143,7.335283799702857,13.622150730012141,237.18991060663612,64.30109778819524,119.41177329928644
1683417600,2023-05-07T00:00:00,26.957955422399998,7.255219760731428,13.528078571795984,236.3134372327584,63.59925642257169,118.58713676036359
1683504000,2023-05-08T00:00:00,25.904941349211423,6.913744264365714,12.951289455278799,227.08271586718735,60.60588222142985,113.53100336497394
1683590400,2023-05-09T00:00:00,26.635806540617143,7.057700684022857,13.27111852678461,233.4894801350499,61.86780419614437,116.3346250057939
1683676800,2023-05-10T00:00:00,28.061261227337145,7.250524352685714,13.682913129630105,245.9850159188374,63.55809647564297,119.9444164943375
1683763200,2023-05-11T00:00:00,28.752283167754285,7.276420614171428,13.752410538451352,252.04251424853405,63.78510310382675,120.55363078006455
1683849600,2023-05-12T00:00:00,29.892761226668572,7.433980914285714,14.067909678379388,262.0399449129767,65.16627669462856,123.31929624067371
1683936000,2023-05-13T00:00:00,30.235723240405715,7.405333595177142,14.024648528353408,265.0463499253965,64.91515429532282,122.94006899954596
1684022400,2023-05-14T00:00:00,31.73816143964572,7.655997689897142,14.510818958018602,278.2167231799343,67.11247574963836,127.20183898599107
1684108800,2023-05-15T00:00:00,32.47109414873143,7.727616002674286,14.656982722026056,284.6416113077797,67.74028187944279,128.4831105412804
1684195200,2023-05-16T00:00:00,33.003481866274285,7.741939647222857,14.695436524800247,289.30852203976036,67.86584294755556,128.82019657639898
1684281600,2023-05-17T00:00:00,32.69817676254857,7.670321334445712,14.559493541854453,286.63221750050076,67.23803681775114,127.62852038789613
1684368000,2023-05-18T00:00:00,32.503844464474284,7.624734964822856,14.472963339900593,284.92870057558156,66.83842670163718,126.86999663756862
1684454400,2023-05-19T00:00:00,32.44266208441714,7.723747109371429,14.64935358559984,284.39237583200065,67.70636716074993,128.4162335313682
1684540800,2023-05-20T00:00:00,31.72183259010857,7.653660099725713,14.506229736365205,278.07358448489174,67.09198443419561,127.1616098689774
1684627200,2023-05-21T00:00:00,30.681434009725713,7.5237239690971425,14.247962628491111,268.9534505292556,65.95296431310555,124.89764040135307
1684713600,2023-05-22T00:00:00,30.267323825211427,7.535411919954285,14.259059647858425,265.32336065180334,66.05542089031927,124.99491687312694
1684800000,2023-05-23T00:00:00,29.82288553224,7.5780509572114285,14.318056327558372,261.42741457561584,66.42919469091538,125.51208176737669
1684886400,2023-05-24T00:00:00,28.76744635326857,7.474458528457142,14.074849882224267,252.1754347327523,65.52110346045531,123.38013406757791
1684972800,2023-05-25T00:00:00,28.40934864987429,7.554830874834286,14.158539037532705,249.03635026479802,66.22564744879735,124.11375320301168
1685059200,2023-05-26T00:00:00,28.04199034244571,7.57700742982857,14.132844989753567,245.81608734187915,66.42004712987726,123.88851918017974
1685145600,2023-05-27T00:00:00,28.009477055588572,7.680498269897143,14.264183807753472,245.53107586928942,67.32724783391835,125.03983525876696
1685232000,2023-05-28T00:00:00,27.791173748160002,7.747028174971428,14.31912659174217,243.61742907637057,67.91044898179953,125.52146370321184
1685318400,2023-05-29T00:00:00,27.821575542445714,7.880087745028571,14.498777157194288,243.88393120507914,69.07684917292046,127.09628055996514
1685404800,2023-05-30T00:00:00,27.496442485302858,7.880087745028571,14.440858323505594,241.03381482616487,69.07684917292045,126.58856406385004
1685491200,2023-05-31T00:00:00,27.268527227519996,7.88863277904,14.429933621051346,239.03590967644033,69.15175494106464,126.49279812213608
1685577600,2023-06-01T00:00:00,26.66877562285714,7.781356087291428,14.201531455200831,233.7784871099657,68.21136746119666,124.49062473629047
1685664000,2023-06-02T00:00:00,27.088724777142858,7.9038879183085715,14.39710978914692,237.4597613964343,69.28548149189292,126.20506441166192
1685750400,2023-06-03T00:00:00,26.820676388571428,7.825677355154285,14.231619070941685,235.11004922221716,68.59988769528246,124.75437277587478
1685836800,2023-06-04T00:00:00,26.64413763428571,7.774167269737142,14.111818807714814,233.56251050214857,68.1483502865158,123.70420366842806
1685923200,2023-06-05T00:00:00,26.154965005714285,7.631437567222856,13.82700053158487,229.27442324009144,66.89718171427556,121.20748665987297
1686009600,2023-06-06T00:00:00,26.209025691428568,7.6472112739657145,13.82967601665052,229.74831921106284,67.03545402758346,121.23093996195846
