day,market_price,peg_deviation_bps,supply,action,action_magnitude,in_band
649,6.035564941041616,50355.64941041616,11196.2856049082,burn,-1133.031733878689,False
650,6.4507233316204005,54507.233316204,11075.65704441738,burn,-1119.62856049082,False
651,6.394901408872697,53949.01408872697,10967.091339975641,burn,-1107.565704441738,False
652,6.399882732539078,53998.82732539078,10869.382205978076,burn,-1096.709133997564,False
653,6.91011500359306,59101.1500359306,10781.443985380269,burn,-1086.9382205978077,False
654,6.617484987569166,56174.84987569166,10702.299586842242,burn,-1078.144398538027,False
655,6.406068998920855,54060.68998920855,10631.069628158019,burn,-1070.2299586842244,False
656,5.982278773504036,49822.78773504036,10568.846621269966,burn,-1061.2230068880524,False
657,6.473428395416818,54734.283954168175,10510.96195914297,burn,-1056.8846621269965,False
658,6.800277326433206,58002.77326433206,10458.865763228672,burn,-1051.096195914297,False
659,7.134091205486386,61340.91205486386,10411.979186905804,burn,-1045.8865763228673,False
660,7.018222369668644,60182.22369668644,10369.781268215223,burn,-1041.1979186905805,False
661,6.5306059411428485,55306.05941142848,10331.8031413937,burn,-1036.9781268215224,False
662,5.993333399521565,49933.33399521565,10298.311607291986,burn,-1032.491534101715,False
663,6.408153825383012,54081.53825383012,10267.480446562788,burn,-1029.8311607291987,False
664,6.588834644624607,55888.346446246076,10239.732401906509,burn,-1026.7480446562788,False
665,6.838857393883765,58388.573938837646,10214.759161715858,burn,-1023.9732401906509,False
666,6.935008796329249,59350.087963292484,10192.283245544271,burn,-1021.4759161715858,False
667,6.673571243533691,56735.71243533691,10172.054920989844,burn,-1019.2283245544272,False
668,6.579915987445955,55799.15987445955,10153.849428890859,burn,-1017.2054920989845,False
669,6.254673665896494,52546.73665896494,10137.464486001772,burn,-1015.3849428890859,False
670,5.909544113878785,49095.44113878785,10131.887970732632,burn,-1004.5765152691408,False
671,6.180885738562691,51808.85738562691,10117.69917365937,burn,-1013.1887970732632,False
672,5.695531499395761,46955.31499395761,10135.734463263121,burn,-980.9647103962488,False
673,5.415742104512927,44157.42104512927,10180.379845804027,burn,-954.3546174590931,False
674,5.354914344087514,43549.14344087514,10227.014031326313,burn,-952.3658144777153,False
675,5.383128184556338,43831.28184556338,10266.400195314402,burn,-959.6138360119106,False
676,5.024066672525793,40240.66672525793,10338.953396820913,burn,-926.4467984934898,False
677,4.623901336216848,36239.01336216848,10446.332256681637,burn,-891.621140139276,False
678,4.725736922688091,37257.36922688091,10533.812785893691,burn,-911.5194707879456,False
679,4.778644887231146,37786.44887231146,10608.086768334335,burn,-924.7260175593573,False
680,5.104582021789137,41045.82021789137,10641.264807568776,burn,-965.8219607655601,False
681,5.135795903553553,41357.959035535525,10668.100573192622,burn,-972.1642343761541,False
682,5.275309293150243,42753.092931502426,10677.601249324673,burn,-989.4993238679497,False
683,5.090148129430183,40901.48129430183,10705.991479091172,burn,-970.6097702335006,False
684,4.921434936156707,39214.349361567074,10749.863415013571,burn,-955.1280640776,False
685,4.615355337033928,36153.55337033928,10822.724483564341,burn,-926.1389314492294,False
686,4.455455151898633,34554.55151898633,10906.613868643006,burn,-915.1106149213358,False
687,4.38974839871378,33897.4839871378,10990.576406244634,burn,-915.0374623983718,False
688,4.663612086990147,36636.120869901475,11037.395500283337,burn,-952.1809059612974,False
689,4.468825356269457,34688.253562694576,11101.657751483597,burn,-934.7377487997394,False
690,4.948140197028109,39481.40197028109,11107.265851686607,burn,-993.3918997969907,False
691,5.10494104005247,41049.4104005247,11094.95584472866,burn,-1011.3100069579473,False
692,5.210562039798312,42105.62039798312,11072.048053361697,burn,-1021.9077913669621,False
693,5.221976159438414,42219.761594384145,11049.986421519117,burn,-1021.0616318425807,False
694,5.183594112043729,41835.941120437295,11034.200519130856,burn,-1014.7859023882613,False
695,5.039103555329762,40391.03555329762,11035.807707703883,burn,-997.3928114269722,False
696,4.69397460210485,36939.7460210485,11075.357388458979,burn,-959.4503192449051,False
697,4.505353201584475,35053.53201584475,11132.35912423276,burn,-941.9982642262186,False
698,4.874593208943392,38745.932089433925,11143.407537398409,burn,-987.9515868343508,False
699,5.013271261633404,40132.71261633404,11138.021988263386,burn,-1004.3855491350214,False
700,5.421450961296964,44214.50961296964,11087.658708580679,burn,-1049.3632796827083,False
701,5.263773233792215,42637.732337922156,11059.52314888095,burn,-1027.1355596997287,False
702,4.996700767900635,39967.007679006354,11063.53094481943,burn,-994.9922040615209,False
703,5.005216012501815,40052.16012501815,11066.236084628457,burn,-996.2948601909726,False
704,4.81252189523719,38125.218952371906,11090.021606691935,burn,-975.2144779365217,False
705,4.868776886201738,38687.76886201738,11105.472333762862,burn,-983.549272929073,False
706,4.490011448222831,34900.11448222831,11161.616461247177,burn,-942.8558725156862,False
707,4.042416655229045,30424.166552290444,11262.952759975047,burn,-897.6637012721297,False
708,4.118021280626529,31180.21280626529,11347.62385809336,burn,-914.3289018816873,False
709,4.462405714745827,34624.057147458276,11386.341888238207,burn,-960.2819698551534,False
710,4.5558973558449365,35558.97355844937,11411.13816369497,burn,-974.2037245432372,False
711,4.683081361067675,36830.81361067675,11419.299752717492,burn,-990.8384109774781,False
712,4.7008783326608805,37008.783326608806,11424.720374791697,burn,-993.5793779257938,False
713,4.74068556406652,37406.8556406652,11425.121490257314,burn,-998.5988845343842,False
714,4.405586768707069,34055.86768707069,11463.772989963538,burn,-960.3485002937766,False
715,4.243564719554001,32435.647195540012,11517.749444233143,burn,-945.0235457303951,False
716,4.505836788974226,35058.36788974226,11537.068474743686,burn,-979.6809694894571,False
717,4.259747636967833,32597.47636967833,11583.135734025684,burn,-952.9327407180025,False
718,4.192356629672629,31923.56629672629,11633.20394579525,burn,-948.9317882304324,False
719,4.446643538920046,34466.435389200466,11649.588676338344,burn,-982.6152694569064,False
720,4.478151768839675,34781.51768839675,11660.918867912818,burn,-987.6698084255258,False
721,4.521153023375372,35211.53023375372,11666.274127246315,burn,-993.6447406665023,False
722,4.45127488154016,34512.748815401595,11679.32523231873,burn,-985.9488949275865,False
723,4.6088741998373886,36088.74199837389,11672.866815678544,burn,-1005.4584166401852,False
724,4.829340231077349,38293.4023107735,11641.229689801761,burn,-1030.6371258767833,False
725,4.639549704935658,36395.49704935658,11634.479864485611,burn,-1005.7498253161503,False
726,4.330733632091677,33307.33632091677,11664.242337495974,burn,-969.237526989637,False
727,3.9331278138553825,29331.278138553826,11737.903084344585,burn,-925.3392531513883,False
728,4.033027554709234,30330.275547092337,11793.99409523412,burn,-942.9089891104655,False
729,4.111384965671426,31113.849656714257,11836.337831341125,burn,-956.6562638929961,False
730,4.62386900244139,36238.6900244139,11814.587562079854,burn,-1020.7502692612708,False
731,4.642787414165277,36427.87414165278,11792.47787522888,burn,-1021.109686850974,False
732,4.619831232303927,36198.31232303927,11774.986184277372,burn,-1016.4916909515094,False
733,4.681596600495297,36815.96600495297,11751.729383994356,burn,-1022.2568002830153,False
734,4.756899568289,37568.995682889996,11721.642244300863,burn,-1029.0871396934933,False
735,4.715286268734382,37152.86268734382,11699.06756731314,burn,-1021.5746769877218,False
736,4.537108530073428,35371.085300734274,11699.305472084998,burn,-998.7620952281441,False
737,4.543501578547769,35435.01578547769,11698.775124398291,burn,-999.5303476867073,False
738,4.5414299697653835,35414.299697653834,11698.532439827479,burn,-999.2426845708131,False
739,4.535747060740519,35357.470607405194,11698.975300945129,burn,-998.5571388823503,False
740,4.7212061151390365,37212.061151390364,11677.683551590497,burn,-1020.2917493546321,False
741,4.723649957744651,37236.499577446506,11657.963315376619,burn,-1018.7202362138784,False
742,4.413817199569214,34138.171995692144,11676.083592827992,burn,-980.8797225486275,False
743,4.279303427507316,32793.034275073165,11708.385203728365,burn,-966.6983890996274,False
744,4.23929808062176,32392.980806217598,11742.696446365771,burn,-964.6887573625933,False
745,4.251305876515944,32513.058765159436,11772.770644425364,burn,-968.9258019404077,False
746,4.363900172483178,33639.00172483178,11787.10786019022,burn,-984.662784235142,False
747,4.377968167978709,33779.68167978709,11798.587715738167,burn,-987.5201444520532,False
748,3.9455416807585366,29455.416807585367,11860.126011043334,burn,-937.4617046948327,False
749,3.706896629314833,27068.966293148333,11945.078359265744,burn,-914.0476517775904,False
750,3.818090318667436,28180.90318667436,12010.20134450275,burn,-933.8770147629942,False
751,3.7773431107130757,27773.431107130757,12075.126777653295,burn,-934.0745668494537,False
752,4.05889231586258,30588.9231586258,12101.005313638329,burn,-973.1214640149661,False
753,4.089063575845404,30890.63575845404,12121.147300501694,burn,-978.8580131366349,False
754,4.020145277524041,30201.452775240414,12148.013677698775,burn,-972.1336228029195,False
755,3.896846886471302,28968.46886471302,12187.703637823312,burn,-959.3100398754636,False
756,3.8379129836691415,28379.129836691416,12231.442031983242,burn,-955.2616058400696,False
757,3.868726432004677,28687.264320046772,12267.983319797248,burn,-962.4587121859954,False
758,3.8693156429386737,28693.156429386738,12301.576989339335,burn,-965.406330457912,False
759,4.053021876442685,30530.21876442685,12309.928303240398,burn,-990.6486860989362,False
760,3.752105678922047,27521.056789220467,12354.649652173666,burn,-954.2786510667313,False
761,3.495672012585943,24956.72012585943,12427.585635942638,burn,-926.0640162310282,False
762,3.4563867063462483,24563.867063462483,12499.936792664415,burn,-926.6488432782228,False
763,3.5499619351336986,25499.619351336987,12555.19632290248,burn,-943.7404697619355,False
764,3.6847105312304347,26847.105312304346,12589.365828859738,burn,-964.8304940427432,False
765,3.5784968339843535,25784.968339843534,12634.281138100894,burn,-954.0846907588433,False
766,3.1148950020263473,21148.950020263474,12734.365300864196,burn,-898.915837236698,False
767,3.0298202969390324,20298.202969390324,12838.162304257683,burn,-895.2029966065124,False
768,3.089175083338565,20891.75083338565,12927.042501025684,burn,-910.1198032319999,False
769,3.0868103431088203,20868.103431088202,13009.927516004922,burn,-916.1149850207614,False
770,3.176218492741003,21762.18492741003,13075.306691709176,burn,-933.6208242957455,False
771,3.366247119314685,23662.47119314685,13111.147289189588,burn,-963.1594025195875,False
772,3.3395646333882736,23395.646333882734,13147.846159720784,burn,-962.3011294688043,False
773,3.2655461469538785,22655.461469538786,13191.583329655767,burn,-955.2628300650169,False
774,3.1210779422736343,21210.779422736345,13251.200398931003,burn,-939.3829307247627,False
775,2.906987422464482,19069.87422464482,13334.941654051276,burn,-915.2587448797277,False
776,2.672457288014387,16724.57288014387,13444.173367803065,burn,-889.7682862482106,False
777,2.583053872182215,15830.53872182215,13558.136192331016,burn,-885.0371754720499,False
778,2.7173603636561583,17173.603636561584,13646.387325696853,burn,-910.748866634164,False
779,2.8094688082698784,18094.688082698784,13716.140837297831,burn,-929.2464883990214,False
780,2.740930214150659,17409.302141506592,13790.545355380964,burn,-924.5954819168667,False
781,3.036581777299399,20365.81777299399,13819.162353914018,burn,-970.3830014669456,False
782,2.944616632427887,19446.166324278867,13858.474506621893,burn,-959.687847292126,False
783,3.136273085021978,21362.73085021978,13868.495920411202,burn,-988.9785862106905,False
784,3.3811393619347228,23811.39361934723,13843.84290912142,burn,-1023.6530112897825,False
785,3.4589008578289686,24589.008578289686,13810.244391616468,burn,-1032.5985175049525,False
786,3.341693344138997,23416.93344138997,13795.338598307833,burn,-1013.9057933086353,False
787,3.2806537143144867,22806.537143144866,13789.947766247875,burn,-1004.3908320599594,False
788,3.3109473208843094,23109.473208843094,13780.77194948003,burn,-1008.1758167678446,False
789,3.087934111923751,20879.34111923751,13802.999913586415,burn,-976.7720358936147,False
790,2.937920105266699,19379.20105266699,13844.358807451757,burn,-957.6411061346571,False
791,2.7841330640444095,17841.330640444095,13904.139084090479,burn,-939.219723361279,False
792,2.8588386976554925,18588.386976554924,13949.47661201504,burn,-953.6624720754396,False
793,3.0283255437215657,20283.255437215656,13968.061984077322,burn,-980.4146279377187,False
794,3.137186777493076,21371.86777493076,13970.135311077718,burn,-996.9266729996036,False
795,3.2934261589762053,22934.261589762053,13950.233807855204,burn,-1018.9015032225143,False
796,3.1688037218922367,21688.037218922367,13949.168927425011,burn,-1000.0648804301929,False
797,3.1176782681771096,21176.782681771096,13955.311962086367,burn,-992.8569653386442,False
798,3.0785774359599487,20785.774359599487,13966.474398420301,burn,-987.8375636660652,False
799,3.148751726382973,21487.517263829734,13967.045818748395,burn,-998.4285796719073,False
800,3.489604469939497,24896.04469939497,13919.969330788917,burn,-1046.0764879594776,False
801,3.377323265278392,23773.23265278392,13892.048194829009,burn,-1026.9211359599078,False
802,3.5340040678297746,25340.040678297744,13844.420718725718,burn,-1046.6274761032903,False
803,3.8040847496543373,28040.847496543374,13762.990392737658,burn,-1080.4303259880592,False
804,3.9006772624458637,29006.772624458637,13674.620940146026,burn,-1087.3694525916328,False
805,3.8294991217460894,28294.991217460894,13602.966613735185,burn,-1070.6543264108398,False
806,3.668811487544312,26688.11487544312,13558.780747414243,burn,-1043.1858663209414,False
807,3.4771510888784976,24771.510888784975,13543.97022512031,burn,-1013.8105222939322,False
808,3.1352851410848888,21352.85141084889,13576.56933013434,burn,-966.4008949859711,False
809,3.100600481162906,21006.00481162906,13611.551382953405,burn,-964.0179471809346,False
810,3.057686108621512,20576.86108621512,13649.890811830823,burn,-960.6605711225818,False
811,3.1892390002312467,21892.390002312466,13667.567538097699,burn,-981.3232737331231,False
812,3.096260334869297,20962.603348692974,13696.6813641502,burn,-969.8861739474992,False
813,3.070387718194685,20703.87718194685,13727.272887179064,burn,-968.4084769711359,False
814,3.1137692186640518,21137.692186640517,13749.746373968905,burn,-976.5265132101604,False
815,3.1902083532413648,21902.083532413646,13760.110961638291,burn,-988.6354123306138,False
816,3.3074290158247472,23074.290158247473,13753.600620617854,burn,-1005.5103410204381,False
817,3.33736481361207,23373.6481361207,13743.448768075908,burn,-1009.1518525419458,False
818,3.1209647479982783,21209.64747998278,13763.78262614202,burn,-978.6661419338892,False
819,3.18333534837926,21833.3534837926,13774.083963484276,burn,-988.698662657743,False
820,3.079660977158358,20796.60977158358,13797.925516160452,burn,-975.1584473238237,False
821,3.270335579846856,22703.35579846856,13793.77002807827,burn,-1003.1554880821814,False
822,3.2738138395588257,22738.138395588256,13789.436874778996,burn,-1003.3331532992746,False
823,3.313222894105199,23132.228941051988,13779.984620284475,burn,-1008.4522544945221,False
824,3.7442206969606686,27442.206969606686,13711.832199282408,burn,-1067.1524210020673,False
825,3.8852545614417435,28852.545614417435,13629.619325331254,burn,-1081.2128739511538,False
826,3.959299429116623,29592.99429116623,13543.797112179394,burn,-1084.8222131518594,False
827,3.3379950798318925,23379.950798318925,13548.953946465257,burn,-993.8431657141379,False
828,3.133660005382854,21336.60005382854,13581.417637638524,burn,-966.5363088267338,False
829,3.0779886730346084,20779.886730346083,13619.126435608945,burn,-961.2912020295793,False
830,3.171904936829333,21719.049368293327,13641.375634420478,burn,-976.7508011884668,False
831,2.9667563162758355,19667.563162758353,13690.014235782575,burn,-950.3613986379014,False
832,3.1266576426237926,21266.576426237927,13713.37378997189,burn,-975.6404458106841,False
833,3.3681178443053574,23681.178443053574,13701.956248696679,burn,-1010.4175412752129,False
834,3.5272940372193564,25272.940372193563,13669.569713006129,burn,-1031.38653569055,False
835,3.7383840585528865,27383.840585528866,13610.765909462089,burn,-1057.80380354404,False
836,3.7539134020613063,27539.134020613063,13554.398907485116,burn,-1055.3670019769722,False
837,3.8991584574269376,28991.584574269375,13482.71545983112,burn,-1070.683447653995,False
838,4.1179353701402075,31179.353701402077,13387.197332662128,burn,-1094.5181271689926,False
839,4.165603095029372,31656.03095029372,13293.05193292858,burn,-1093.1453997335484,False
840,3.467529137901816,24675.29137901816,13299.389406520717,burn,-992.6625264078624,False
841,3.677442869385871,26774.42869385871,13277.336382857931,burn,-1021.0530236627848,False
842,3.7912665659219975,27912.665659219976,13241.863712415325,burn,-1034.472670442607,False
843,3.7165821474077556,27165.821474077555,13219.044421199018,burn,-1021.819291216307,False
844,3.640052860758891,26400.528607588913,13208.102439732214,burn,-1009.9419814668042,False
845,3.6453394501040903,26453.394501040904,13197.298173297206,burn,-1009.8042664350079,False
846,3.8413337027771597,28413.3370277716,13161.453983778458,burn,-1034.8441895187484,False
847,3.982360763166311,29823.607631663108,13109.859245115136,burn,-1050.594738663321,False
848,3.7845612437212255,27845.612437212254,13088.3142232135,burn,-1020.545021901637,False
849,4.088484122799723,30884.841227997225,13028.668005326737,burn,-1058.6462178867619,False
850,4.407888667115884,34078.88667115884,12932.232104630717,burn,-1095.4359006960199,False
851,4.189181829226986,31891.81829226986,12872.188103004839,burn,-1059.0440016258774,False
852,4.270008821516952,32700.08821516952,12806.657011364083,burn,-1064.531091640756,False
853,4.287422565461599,32874.225654615984,12744.315228323027,burn,-1061.3417830410572,False
854,4.567510762693634,35675.10762693634,12651.444649504847,burn,-1091.870578818179,False
855,4.367078702791217,33670.78702791216,12591.888318640707,burn,-1058.556330864139,False
856,4.537939236580205,35379.39236580205,12515.800545257123,burn,-1075.0877733835844,False
857,4.678086766551509,36780.86766551509,12428.668514411183,burn,-1086.13203084594,False
858,4.841410450620996,38414.104506209966,12328.798917504992,burn,-1098.8695969061916,False
859,4.951719486827279,39517.19486827279,12224.159422314946,burn,-1103.639495190045,False
860,4.683905035341945,36839.05035341945,12161.625026712312,burn,-1061.5343956026343,False
861,4.8829930111956905,38829.930111956906,12080.308725541632,burn,-1080.3163011706808,False
862,5.09679873299055,40967.987329905496,11980.387354455213,burn,-1098.921371086418,False
863,5.187564277419189,41875.64277419189,11878.68156558084,burn,-1100.705788874373,False
864,5.200189470044859,42001.89470044859,11784.820355004113,burn,-1092.8612105767284,False
865,5.638822296114765,46388.22296114765,11647.902463068905,burn,-1135.9178919352078,False
866,6.110774359836382,51107.74359836382,11482.112216762014,burn,-1164.7902463068906,False
867,5.9850693232950904,49850.69323295091,11334.615352139792,burn,-1146.4968646222217,False
868,6.143299248131253,51432.99248131253,11200.153816925813,burn,-1133.4615352139792,False
869,5.309620581208532,43096.20581208532,11156.461992058274,burn,-1042.6918248675386,False
870,5.0973689409881935,40973.68940988193,11140.517483879612,burn,-1014.944508178662,False
871,4.973309938139016,39733.09938139016,11139.844321338529,burn,-999.6731625410838,False
872,5.008579450455486,40085.79450455486,11135.302594993695,burn,-1003.5417263448352,False
873,4.939904724761711,39399.04724761711,11138.81715218734,burn,-995.4854428063547,False
874,4.693079234110183,36930.79234110183,11169.510951405038,burn,-968.3062007823008,False
875,4.469204865289826,34692.04865289826,11222.542186479563,burn,-945.9687649254754,False
876,4.256112146486303,32561.12146486303,11294.996517877074,burn,-926.5456686024886,False
877,4.028569624458429,30285.69624458429,11387.169858359159,burn,-906.826659517916,False
878,3.6384995969067253,26384.99596906725,11516.36093462931,burn,-869.8089237298485,False
879,3.670139276952962,26701.392769529622,11632.04001130664,burn,-883.3209233226701,False
880,3.639080561091259,26390.80561091259,11742.459103944559,burn,-888.580907362083,False
881,3.284654741247513,22846.547412475127,11886.06150009001,burn,-855.3976038545476,False
882,3.41336702187211,24133.670218721098,12003.904136642901,burn,-881.1573634471104,False
883,3.3876241552170083,23876.241552170082,12116.100815075177,burn,-886.8033215677247,False
884,3.347480949384518,23474.80949384518,12224.872615879305,burn,-890.2281991958711,False
885,3.541599904327963,25415.99904327963,12301.921634375936,burn,-921.950981503369,False
886,3.474855935094678,24748.55935094678,12381.37071495809,burn,-919.5509194178459,False
887,3.5458029659978982,25458.029659978984,12446.096876317586,burn,-934.2738386405027,False
888,3.544969807887779,25449.69807887779,12506.04262473896,burn,-939.0542515786258,False
889,3.4461925699150426,24461.925699150426,12573.81860802524,burn,-931.2240167137207,False
890,3.26284922614078,22628.4922614078,12659.601120555933,burn,-913.2174874693065,False
891,3.1285637196661757,21285.63719666176,12756.15338802153,burn,-902.4477325344029,False
892,3.102881432130573,21028.81432130573,12849.098937569654,burn,-906.0544504518763,False
893,3.2598977614028546,22598.977614028547,12915.267491440596,burn,-932.8314461290572,False
894,2.8875933370368645,18875.933370368646,13024.716388239645,burn,-889.5511032009508,False
895,2.6944316080860187,16944.316080860186,13151.78565748177,burn,-871.9307307578745,False
896,2.7687385446556796,17687.385446556797,13260.575672373305,burn,-890.209985108466,False
897,2.8247026685450862,18247.026685450863,13354.580810596402,burn,-904.9948617769015,False
898,2.6998486278686618,16998.486278686618,13458.844111400047,burn,-894.7366991963548,False
899,2.6832205011567507,16832.20501156751,13558.359882528232,burn,-899.484228871816,False
900,2.833381965137054,18333.81965137054,13630.86536354717,burn,-926.4945189810617,False
901,2.7905625261008264,17905.625261008263,13704.252928186877,burn,-925.6124353602913,False
902,2.821748611975302,18217.48611975302,13768.383244276705,burn,-934.869683910173,False
903,2.819829423014551,18198.294230145508,13828.402992710116,burn,-938.9802515665881,False
904,3.0253045501392855,20253.045501392855,13855.915568051656,burn,-971.487424658461,False
905,3.2647252242291867,22647.252242291866,13848.321374731508,burn,-1006.5941933201476,False
906,3.3095631357733284,23095.631357733284,13835.069580600715,burn,-1012.2517941307924,False
907,3.3687421390291585,23687.421390291584,13814.598978450986,burn,-1019.4706021497296,False
908,3.2277065357113206,22277.065357113206,13815.120305203174,burn,-998.4786732478111,False
909,3.2415974331556945,22415.974331556943,13813.68490779421,burn,-1000.4353974089641,False
910,3.345131312689825,23451.31312689825,13798.051612195508,burn,-1014.6332955987012,False
911,3.196647957623667,21966.47957623667,13804.054412654581,burn,-992.9971995409275,False
912,3.2150077522948046,22150.077522948046,13807.09081665056,burn,-995.9635960040212,False
913,3.418289216621182,24182.89216621182,13781.840887469878,burn,-1024.249929180682,False
914,3.339127643192322,23391.27643192322,13769.373993156794,burn,-1011.4668943130839,False
915,3.2033328937847756,22033.328937847757,13776.520147039484,burn,-991.8538461173096,False
916,3.1704538410460787,21704.538410460787,13787.681128993605,burn,-987.8390180458796,False
917,3.371877697386895,23718.77697386895,13770.270138858503,burn,-1016.4109901351013,False
918,3.2526303422721075,22526.303422721074,13770.563348554815,burn,-998.7067903036873,False
919,3.066943515720424,20669.43515720424,13796.405414915947,burn,-973.1579336388678,False
920,3.1490728046154524,21490.728046154523,13809.090347383697,burn,-986.3150675322497,False
921,3.467103633332464,24671.036333324642,13776.951260324047,burn,-1031.1390870596506,False
922,3.149795846139378,21497.958461393777,13790.927371388752,burn,-985.0238889352955,False
923,3.2740394327377795,22740.394327377795,13786.769876253707,burn,-1003.1574951350457,False
924,3.2295269020503263,22295.269020503263,13789.051639126175,burn,-996.7182371275322,False
925,3.160669024582113,21606.690245821133,13800.663289619635,burn,-987.3883495065403,False
926,3.174838659569722,21748.386595697222,13809.487964638958,burn,-990.1753249806762,False
927,3.08742081503004,20874.2081503004,13829.751440184069,burn,-978.7365244548898,False
928,3.2331917898645823,22331.917898645825,13828.418994453996,burn,-1000.3324457300729,False
929,3.0942711923667567,20942.711923667568,13846.393449370673,burn,-981.0255450833228,False
930,3.271013664446101,22710.13664446101,13838.620289633962,burn,-1006.7731597367116,False
931,3.331122188120943,23311.22188120943,13823.0941270508,burn,-1014.5261625831622,False
932,3.228486890209497,22284.86890209497,13822.893580255613,burn,-999.2005467951859,False
933,3.291424114476102,22914.24114476102,13814.007784426487,burn,-1007.8857958291269,False
934,3.1643142878068624,21643.142878068626,13823.328851008067,burn,-989.678933418419,False
935,3.084873702315821,20848.73702315821,13842.96346045836,burn,-979.3653905497065,False
936,3.1710482557576944,21710.482557576943,13849.277870681986,burn,-992.6855897763743,False
937,2.971473315714571,19714.73315714571,13882.779159508229,burn,-965.4987111737579,False
938,2.8215389693078414,18215.389693078414,13934.759969119428,burn,-947.0191903888015,False
939,2.860576236834733,18605.762368347332,13977.755138018061,burn,-956.0048311013666,False
940,2.965293431731149,19652.93431731149,14003.163477486225,burn,-973.5916605318353,False
941,2.9851883525123935,19851.883525123936,14024.016133273588,burn,-978.1473442126372,False
942,3.00202300320365,20020.230032036503,14041.05129764878,burn,-981.9648356248077,False
943,2.9122073066692646,19122.073066692647,14069.504723919523,burn,-970.5465737292587,False
944,3.151160705953347,21511.607059533468,14062.37183058034,burn,-1006.1328933391828,False
945,3.221645758678635,22216.45758678635,14045.837151707616,burn,-1015.5346788727243,False
946,3.0261035588174754,20261.035588174753,14057.96208772578,burn,-986.875063981836,False
947,3.1464975642604673,21464.975642604673,14052.310169541797,burn,-1004.6519181839828,False
948,3.2438287928794,22438.287928794,14033.384879415808,burn,-1017.9252901259888,False
949,2.7057468196379273,17057.468196379272,14091.341619176832,burn,-941.0432602389754,False
950,2.6143654368275993,16143.654368275993,14158.288789532697,burn,-932.0528296441349,False
951,2.56180796681949,15618.079668194901,14228.249067775829,burn,-929.0397217568674,False
952,2.628961238214906,16289.612382149058,14284.063952196295,burn,-943.1851155795334,False
953,2.809816180128491,18098.16180128491,14310.345453999731,burn,-972.7184981965646,False
954,2.9520695869727644,19520.695869727646,14314.480279901476,burn,-994.8651740982549,False
955,3.1039067194569925,21039.067194569925,14296.592953442208,burn,-1016.8873264592671,False
956,2.899553439782581,18995.53439782581,14309.191882551273,burn,-986.401070890936,False
957,3.0044608181457098,20044.608181457097,14305.910143744683,burn,-1002.2817388065905,False
958,3.1047288064499208,21047.288064499207,14288.514024737213,burn,-1016.3961190074698,False
959,3.1470614412013074,21470.614412013074,14266.305148354579,burn,-1021.2088763826345,False
960,3.2494010136685194,22494.010136685196,14231.083478316717,burn,-1034.221670037861,False
961,2.972409308569555,19724.09308569555,14237.834089164258,burn,-992.2493891524588,False
962,2.634001815529442,16340.018155294418,14292.295917197032,burn,-944.5381719672266,False
963,2.6673136169288645,16673.136169288646,14338.383725337986,burn,-952.912191859046,False
964,2.6588520894139265,16588.520894139263,14382.61196105513,burn,-954.771764282855,False
965,2.629357323033156,16293.57323033156,14428.13722177148,burn,-953.4747392836508,False
966,2.684795280265179,16847.952802651787,14462.645785740317,burn,-964.4914360311635,False
967,2.7111029225636534,17111.029225636532,14491.042741733469,burn,-970.6030440068475,False
968,2.754071113859554,17540.71113859554,14511.307409817007,burn,-978.7353319164617,False
969,2.8764431348354336,18764.431348354337,14512.44560765978,burn,-997.8618021572271,False
970,2.800684032435548,18006.84032435548,14524.500036503767,burn,-986.9455711560128,False
971,2.8482276721161495,18482.276721161496,14528.829205767395,burn,-994.6708307363713,False
972,2.7562624805790046,17562.624805790045,14546.223369270729,burn,-981.6058364966672,False
973,2.496457171990435,14964.571719904352,14600.234197943992,burn,-944.989171326737,False
974,2.459476222781684,14594.762227816842,14656.135541457359,burn,-943.0986564866324,False
975,2.588612324902733,15886.12324902733,14689.49958881845,burn,-965.6359526389094,False
976,2.4767905859084998,14767.905859084998,14737.091462332788,burn,-951.4081264856611,False
977,2.529832661572347,15298.32661572347,14773.784050659591,burn,-962.3074116731963,False
978,2.643565806355986,16435.658063559862,14791.277985165096,burn,-981.5060654944949,False
979,2.7406249429440708,17406.249429440708,14793.253411916861,burn,-997.0245732482337,False
980,2.6516462634598894,16516.462634598895,14808.258524098941,burn,-983.9948878179206,False
981,2.554358956516901,15543.58956516901,14836.672105220485,burn,-970.5864188784564,False
982,2.558964898867042,15589.648988670422,14862.539989679075,burn,-973.1321155414095,False
983,2.592891083221964,15928.910832219639,14881.668915959224,burn,-979.8710737198503,False
984,2.6761138812294494,16761.138812294495,14887.151751702262,burn,-993.5171642569619,False
985,2.763526889644785,17635.26889644785,14879.255239873655,burn,-1006.8965118286072,False
986,3.134880563967185,21348.80563967185,14816.63814970084,burn,-1061.6170901728144,False
987,3.3659300474243383,23659.300474243384,14724.25494821389,burn,-1091.3832014869517,False
988,3.3066874781375613,23066.874781375613,14647.399655663694,burn,-1075.8552925501947,False
989,3.6547497990885445,26547.497990885444,14525.177859950081,burn,-1121.221795713613,False
990,3.451353026904259,24513.53026904259,14441.855579819463,burn,-1082.3222801306176,False
991,3.2762971437911292,22762.971437911292,14390.02325475462,burn,-1050.8323250648434,False
992,3.4045429209413607,24045.429209413607,14323.507806522872,burn,-1065.515448231749,False
