site_id,label,value_multiplier,capex_reduction_pct,debt_share,debt_interest_rate,debt_tenor_years,adjusted_capex_usd,adjusted_annual_debt_service_usd,adjusted_p50_value_usd,adjusted_p10_value_usd,p50_dscr,p10_dscr,p50_payback_years,launch_ready,intervention_score
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.7,0.08,10,433125,45183.88,57614.99,47494.55,1.2751,1.0511,7.52,true,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.7,0.06,10,433125,41193.47,57614.99,47494.55,1.3986,1.153,7.52,true,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.7,0.04,10,433125,37380.27,57614.99,47494.55,1.5413,1.2706,7.52,true,2.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.5,0.08,10,433125,32274.2,57614.99,47494.55,1.7852,1.4716,7.52,true,2.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.5,0.06,10,433125,29423.9,57614.99,47494.55,1.9581,1.6141,7.52,true,2.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.5,0.04,10,433125,26700.2,57614.99,47494.55,2.1578,1.7788,7.52,true,2.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.3,0.08,10,433125,19364.52,57614.99,47494.55,2.9753,2.4527,7.52,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.3,0.06,10,433125,17654.34,57614.99,47494.55,3.2635,2.6902,7.52,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,45,0.3,0.04,10,433125,16020.12,57614.99,47494.55,3.5964,2.9647,7.52,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.7,0.08,10,315000,32861,57614.99,47494.55,1.7533,1.4453,5.47,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.7,0.06,10,315000,29958.88,57614.99,47494.55,1.9231,1.5853,5.47,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.7,0.04,10,315000,27185.65,57614.99,47494.55,2.1193,1.747,5.47,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.5,0.08,10,315000,23472.14,57614.99,47494.55,2.4546,2.0234,5.47,true,2.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.5,0.06,10,315000,21399.2,57614.99,47494.55,2.6924,2.2195,5.47,true,2.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.5,0.04,10,315000,19418.32,57614.99,47494.55,2.967,2.4459,5.47,true,2.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.3,0.08,10,315000,14083.29,57614.99,47494.55,4.091,3.3724,5.47,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.3,0.06,10,315000,12839.52,57614.99,47494.55,4.4873,3.6991,5.47,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,60,0.3,0.04,10,315000,11650.99,57614.99,47494.55,4.9451,4.0764,5.47,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.7,0.08,10,787500,82152.51,72018.74,59368.18,0.8766,0.7227,10.93,false,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.7,0.06,10,787500,74897.21,72018.74,59368.18,0.9616,0.7927,10.93,false,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.7,0.04,10,787500,67964.13,72018.74,59368.18,1.0597,0.8735,10.93,false,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.5,0.08,10,787500,58680.36,72018.74,59368.18,1.2273,1.0117,10.93,true,1.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.5,0.06,10,787500,53498.01,72018.74,59368.18,1.3462,1.1097,10.93,true,1.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.5,0.04,10,787500,48545.81,72018.74,59368.18,1.4835,1.2229,10.93,true,1.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.3,0.08,10,787500,35208.22,72018.74,59368.18,2.0455,1.6862,10.93,true,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.3,0.06,10,787500,32098.81,72018.74,59368.18,2.2437,1.8495,10.93,true,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,0,0.3,0.04,10,787500,29127.49,72018.74,59368.18,2.4725,2.0382,10.93,true,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.7,0.08,10,669375,69829.63,72018.74,59368.18,1.0313,0.8502,9.29,false,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.7,0.06,10,669375,63662.63,72018.74,59368.18,1.1313,0.9325,9.29,false,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.7,0.04,10,669375,57769.51,72018.74,59368.18,1.2467,1.0277,9.29,true,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.5,0.08,10,669375,49878.31,72018.74,59368.18,1.4439,1.1903,9.29,true,1.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.5,0.06,10,669375,45473.31,72018.74,59368.18,1.5838,1.3056,9.29,true,2.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.5,0.04,10,669375,41263.94,72018.74,59368.18,1.7453,1.4387,9.29,true,2.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.3,0.08,10,669375,29926.98,72018.74,59368.18,2.4065,1.9838,9.29,true,2.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.3,0.06,10,669375,27283.98,72018.74,59368.18,2.6396,2.1759,9.29,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,15,0.3,0.04,10,669375,24758.36,72018.74,59368.18,2.9089,2.3979,9.29,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.7,0.08,10,551250,57506.75,72018.74,59368.18,1.2524,1.0324,7.65,true,2.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.7,0.06,10,551250,52428.05,72018.74,59368.18,1.3737,1.1324,7.65,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.7,0.04,10,551250,47574.89,72018.74,59368.18,1.5138,1.2479,7.65,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.5,0.08,10,551250,41076.25,72018.74,59368.18,1.7533,1.4453,7.65,true,2.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.5,0.06,10,551250,37448.61,72018.74,59368.18,1.9231,1.5853,7.65,true,2.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.5,0.04,10,551250,33982.07,72018.74,59368.18,2.1193,1.747,7.65,true,2.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.3,0.08,10,551250,24645.75,72018.74,59368.18,2.9222,2.4089,7.65,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.3,0.06,10,551250,22469.16,72018.74,59368.18,3.2052,2.6422,7.65,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,30,0.3,0.04,10,551250,20389.24,72018.74,59368.18,3.5322,2.9117,7.65,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.7,0.08,10,433125,45183.88,72018.74,59368.18,1.5939,1.3139,6.01,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.7,0.06,10,433125,41193.47,72018.74,59368.18,1.7483,1.4412,6.01,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.7,0.04,10,433125,37380.27,72018.74,59368.18,1.9267,1.5882,6.01,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.5,0.08,10,433125,32274.2,72018.74,59368.18,2.2315,1.8395,6.01,true,2.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.5,0.06,10,433125,29423.9,72018.74,59368.18,2.4476,2.0177,6.01,true,2.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.5,0.04,10,433125,26700.2,72018.74,59368.18,2.6973,2.2235,6.01,true,2.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.3,0.08,10,433125,19364.52,72018.74,59368.18,3.7191,3.0658,6.01,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.3,0.06,10,433125,17654.34,72018.74,59368.18,4.0794,3.3628,6.01,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,45,0.3,0.04,10,433125,16020.12,72018.74,59368.18,4.4955,3.7059,6.01,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.7,0.08,10,315000,32861,72018.74,59368.18,2.1916,1.8066,4.37,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.7,0.06,10,315000,29958.88,72018.74,59368.18,2.4039,1.9817,4.37,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.7,0.04,10,315000,27185.65,72018.74,59368.18,2.6491,2.1838,4.37,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.5,0.08,10,315000,23472.14,72018.74,59368.18,3.0683,2.5293,4.37,true,2.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.5,0.06,10,315000,21399.2,72018.74,59368.18,3.3655,2.7743,4.37,true,2.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.5,0.04,10,315000,19418.32,72018.74,59368.18,3.7088,3.0573,4.37,true,3.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.3,0.08,10,315000,14083.29,72018.74,59368.18,5.1138,4.2155,4.37,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.3,0.06,10,315000,12839.52,72018.74,59368.18,5.6091,4.6239,4.37,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2.5,60,0.3,0.04,10,315000,11650.99,72018.74,59368.18,6.1813,5.0955,4.37,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.7,0.08,10,787500,82152.51,86422.49,71241.82,1.052,0.8672,9.11,false,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.7,0.06,10,787500,74897.21,86422.49,71241.82,1.1539,0.9512,9.11,false,2.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.7,0.04,10,787500,67964.13,86422.49,71241.82,1.2716,1.0482,9.11,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.5,0.08,10,787500,58680.36,86422.49,71241.82,1.4728,1.2141,9.11,true,2.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.5,0.06,10,787500,53498.01,86422.49,71241.82,1.6154,1.3317,9.11,true,2.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.5,0.04,10,787500,48545.81,86422.49,71241.82,1.7802,1.4675,9.11,true,2.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.3,0.08,10,787500,35208.22,86422.49,71241.82,2.4546,2.0234,9.11,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.3,0.06,10,787500,32098.81,86422.49,71241.82,2.6924,2.2195,9.11,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,0,0.3,0.04,10,787500,29127.49,86422.49,71241.82,2.967,2.4459,9.11,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.7,0.08,10,669375,69829.63,86422.49,71241.82,1.2376,1.0202,7.75,true,2.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.7,0.06,10,669375,63662.63,86422.49,71241.82,1.3575,1.1191,7.75,true,2.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.7,0.04,10,669375,57769.51,86422.49,71241.82,1.496,1.2332,7.75,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.5,0.08,10,669375,49878.31,86422.49,71241.82,1.7327,1.4283,7.75,true,2.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.5,0.06,10,669375,45473.31,86422.49,71241.82,1.9005,1.5667,7.75,true,2.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.5,0.04,10,669375,41263.94,86422.49,71241.82,2.0944,1.7265,7.75,true,2.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.3,0.08,10,669375,29926.98,86422.49,71241.82,2.8878,2.3805,7.75,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.3,0.06,10,669375,27283.98,86422.49,71241.82,3.1675,2.6111,7.75,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,15,0.3,0.04,10,669375,24758.36,86422.49,71241.82,3.4906,2.8775,7.75,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.7,0.08,10,551250,57506.75,86422.49,71241.82,1.5028,1.2388,6.38,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.7,0.06,10,551250,52428.05,86422.49,71241.82,1.6484,1.3588,6.38,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.7,0.04,10,551250,47574.89,86422.49,71241.82,1.8166,1.4975,6.38,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.5,0.08,10,551250,41076.25,86422.49,71241.82,2.104,1.7344,6.38,true,2.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.5,0.06,10,551250,37448.61,86422.49,71241.82,2.3078,1.9024,6.38,true,2.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.5,0.04,10,551250,33982.07,86422.49,71241.82,2.5432,2.0965,6.38,true,2.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.3,0.08,10,551250,24645.75,86422.49,71241.82,3.5066,2.8906,6.38,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.3,0.06,10,551250,22469.16,86422.49,71241.82,3.8463,3.1706,6.38,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,30,0.3,0.04,10,551250,20389.24,86422.49,71241.82,4.2386,3.4941,6.38,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.7,0.08,10,433125,45183.88,86422.49,71241.82,1.9127,1.5767,5.01,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.7,0.06,10,433125,41193.47,86422.49,71241.82,2.098,1.7294,5.01,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.7,0.04,10,433125,37380.27,86422.49,71241.82,2.312,1.9059,5.01,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.5,0.08,10,433125,32274.2,86422.49,71241.82,2.6778,2.2074,5.01,true,3.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.5,0.06,10,433125,29423.9,86422.49,71241.82,2.9372,2.4212,5.01,true,3.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.5,0.04,10,433125,26700.2,86422.49,71241.82,3.2368,2.6682,5.01,true,3.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.3,0.08,10,433125,19364.52,86422.49,71241.82,4.4629,3.679,5.01,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.3,0.06,10,433125,17654.34,86422.49,71241.82,4.8953,4.0354,5.01,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,45,0.3,0.04,10,433125,16020.12,86422.49,71241.82,5.3946,4.447,5.01,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.7,0.08,10,315000,32861,86422.49,71241.82,2.6299,2.168,3.64,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.7,0.06,10,315000,29958.88,86422.49,71241.82,2.8847,2.378,3.64,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.7,0.04,10,315000,27185.65,86422.49,71241.82,3.179,2.6206,3.64,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.5,0.08,10,315000,23472.14,86422.49,71241.82,3.6819,3.0352,3.64,true,3.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.5,0.06,10,315000,21399.2,86422.49,71241.82,4.0386,3.3292,3.64,true,3.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.5,0.04,10,315000,19418.32,86422.49,71241.82,4.4506,3.6688,3.64,true,3.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.3,0.08,10,315000,14083.29,86422.49,71241.82,6.1365,5.0586,3.64,true,3.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.3,0.06,10,315000,12839.52,86422.49,71241.82,6.731,5.5486,3.64,true,3.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3,60,0.3,0.04,10,315000,11650.99,86422.49,71241.82,7.4176,6.1147,3.64,true,3.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.7,0.08,10,787500,82152.51,100826.24,83115.45,1.2273,1.0117,7.81,true,2.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.7,0.06,10,787500,74897.21,100826.24,83115.45,1.3462,1.1097,7.81,true,2.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.7,0.04,10,787500,67964.13,100826.24,83115.45,1.4835,1.2229,7.81,true,2.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.5,0.08,10,787500,58680.36,100826.24,83115.45,1.7182,1.4164,7.81,true,2.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.5,0.06,10,787500,53498.01,100826.24,83115.45,1.8847,1.5536,7.81,true,2.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.5,0.04,10,787500,48545.81,100826.24,83115.45,2.0769,1.7121,7.81,true,2.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.3,0.08,10,787500,35208.22,100826.24,83115.45,2.8637,2.3607,7.81,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.3,0.06,10,787500,32098.81,100826.24,83115.45,3.1411,2.5894,7.81,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,0,0.3,0.04,10,787500,29127.49,100826.24,83115.45,3.4615,2.8535,7.81,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.7,0.08,10,669375,69829.63,100826.24,83115.45,1.4439,1.1903,6.64,true,2.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.7,0.06,10,669375,63662.63,100826.24,83115.45,1.5838,1.3056,6.64,true,2.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.7,0.04,10,669375,57769.51,100826.24,83115.45,1.7453,1.4387,6.64,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.5,0.08,10,669375,49878.31,100826.24,83115.45,2.0214,1.6664,6.64,true,2.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.5,0.06,10,669375,45473.31,100826.24,83115.45,2.2173,1.8278,6.64,true,3.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.5,0.04,10,669375,41263.94,100826.24,83115.45,2.4434,2.0142,6.64,true,3.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.3,0.08,10,669375,29926.98,100826.24,83115.45,3.3691,2.7773,6.64,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.3,0.06,10,669375,27283.98,100826.24,83115.45,3.6954,3.0463,6.64,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,15,0.3,0.04,10,669375,24758.36,100826.24,83115.45,4.0724,3.3571,6.64,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.7,0.08,10,551250,57506.75,100826.24,83115.45,1.7533,1.4453,5.47,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.7,0.06,10,551250,52428.05,100826.24,83115.45,1.9231,1.5853,5.47,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.7,0.04,10,551250,47574.89,100826.24,83115.45,2.1193,1.747,5.47,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.5,0.08,10,551250,41076.25,100826.24,83115.45,2.4546,2.0234,5.47,true,3.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.5,0.06,10,551250,37448.61,100826.24,83115.45,2.6924,2.2195,5.47,true,3.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.5,0.04,10,551250,33982.07,100826.24,83115.45,2.967,2.4459,5.47,true,3.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.3,0.08,10,551250,24645.75,100826.24,83115.45,4.091,3.3724,5.47,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.3,0.06,10,551250,22469.16,100826.24,83115.45,4.4873,3.6991,5.47,true,3.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,30,0.3,0.04,10,551250,20389.24,100826.24,83115.45,4.9451,4.0764,5.47,true,3.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.7,0.08,10,433125,45183.88,100826.24,83115.45,2.2315,1.8395,4.3,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.7,0.06,10,433125,41193.47,100826.24,83115.45,2.4476,2.0177,4.3,true,3.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.7,0.04,10,433125,37380.27,100826.24,83115.45,2.6973,2.2235,4.3,true,3.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.5,0.08,10,433125,32274.2,100826.24,83115.45,3.1241,2.5753,4.3,true,3.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.5,0.06,10,433125,29423.9,100826.24,83115.45,3.4267,2.8248,4.3,true,3.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.5,0.04,10,433125,26700.2,100826.24,83115.45,3.7762,3.1129,4.3,true,3.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.3,0.08,10,433125,19364.52,100826.24,83115.45,5.2068,4.2922,4.3,true,3.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.3,0.06,10,433125,17654.34,100826.24,83115.45,5.7111,4.7079,4.3,true,3.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,45,0.3,0.04,10,433125,16020.12,100826.24,83115.45,6.2937,5.1882,4.3,true,3.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.7,0.08,10,315000,32861,100826.24,83115.45,3.0683,2.5293,3.12,true,3.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.7,0.06,10,315000,29958.88,100826.24,83115.45,3.3655,2.7743,3.12,true,3.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.7,0.04,10,315000,27185.65,100826.24,83115.45,3.7088,3.0573,3.12,true,3.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.5,0.08,10,315000,23472.14,100826.24,83115.45,4.2956,3.541,3.12,true,3.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.5,0.06,10,315000,21399.2,100826.24,83115.45,4.7117,3.884,3.12,true,3.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.5,0.04,10,315000,19418.32,100826.24,83115.45,5.1923,4.2803,3.12,true,4.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.3,0.08,10,315000,14083.29,100826.24,83115.45,7.1593,5.9017,3.12,true,4
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.3,0.06,10,315000,12839.52,100826.24,83115.45,7.8528,6.4734,3.12,true,4.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,3.5,60,0.3,0.04,10,315000,11650.99,100826.24,83115.45,8.6539,7.1338,3.12,true,4.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.7,0.08,10,787500,82152.51,115229.98,94989.09,1.4026,1.1563,6.83,true,3
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.7,0.06,10,787500,74897.21,115229.98,94989.09,1.5385,1.2683,6.83,true,3.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.7,0.04,10,787500,67964.13,115229.98,94989.09,1.6955,1.3976,6.83,true,3.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.5,0.08,10,787500,58680.36,115229.98,94989.09,1.9637,1.6188,6.83,true,3.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.5,0.06,10,787500,53498.01,115229.98,94989.09,2.1539,1.7756,6.83,true,3.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.5,0.04,10,787500,48545.81,115229.98,94989.09,2.3736,1.9567,6.83,true,3.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.3,0.08,10,787500,35208.22,115229.98,94989.09,3.2728,2.6979,6.83,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.3,0.06,10,787500,32098.81,115229.98,94989.09,3.5899,2.9593,6.83,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,0,0.3,0.04,10,787500,29127.49,115229.98,94989.09,3.9561,3.2611,6.83,true,3.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.7,0.08,10,669375,69829.63,115229.98,94989.09,1.6502,1.3603,5.81,true,3.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.7,0.06,10,669375,63662.63,115229.98,94989.09,1.81,1.4921,5.81,true,3.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.7,0.04,10,669375,57769.51,115229.98,94989.09,1.9947,1.6443,5.81,true,3.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.5,0.08,10,669375,49878.31,115229.98,94989.09,2.3102,1.9044,5.81,true,3.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.5,0.06,10,669375,45473.31,115229.98,94989.09,2.534,2.0889,5.81,true,3.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.5,0.04,10,669375,41263.94,115229.98,94989.09,2.7925,2.302,5.81,true,3.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.3,0.08,10,669375,29926.98,115229.98,94989.09,3.8504,3.174,5.81,true,3.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.3,0.06,10,669375,27283.98,115229.98,94989.09,4.2234,3.4815,5.81,true,3.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,15,0.3,0.04,10,669375,24758.36,115229.98,94989.09,4.6542,3.8366,5.81,true,3.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,30,0.7,0.08,10,551250,57506.75,115229.98,94989.09,2.0038,1.6518,4.78,true,3.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,4,30,0.7,0.06,10,551250,52428.05,115229.98,94989.09,2.1979,1.8118,4.78,true,3.7
