site_id,label,value_multiplier,capex_reduction_pct,debt_share,debt_interest_rate,debt_tenor_years,adjusted_capex_usd,adjusted_annual_debt_service_usd,adjusted_p50_value_usd,adjusted_p10_value_usd,p50_dscr,p10_dscr,p50_payback_years,launch_ready,intervention_score
rooftop_home_10kw,10 kW solar home,4,30,0.3,0.04,10,22050,815.57,4271.35,3521.06,5.2373,4.3173,5.16,true,4.1
rooftop_home_10kw,10 kW solar home,4,45,0.7,0.08,10,17325,1807.36,4271.35,3521.06,2.3633,1.9482,4.06,true,3.9
rooftop_home_10kw,10 kW solar home,4,45,0.7,0.06,10,17325,1647.74,4271.35,3521.06,2.5923,2.1369,4.06,true,4
rooftop_home_10kw,10 kW solar home,4,45,0.7,0.04,10,17325,1495.21,4271.35,3521.06,2.8567,2.3549,4.06,true,4.1
rooftop_home_10kw,10 kW solar home,4,45,0.5,0.08,10,17325,1290.97,4271.35,3521.06,3.3086,2.7275,4.06,true,4.05
rooftop_home_10kw,10 kW solar home,4,45,0.5,0.06,10,17325,1176.96,4271.35,3521.06,3.6292,2.9917,4.06,true,4.15
rooftop_home_10kw,10 kW solar home,4,45,0.5,0.04,10,17325,1068.01,4271.35,3521.06,3.9994,3.2969,4.06,true,4.25
rooftop_home_10kw,10 kW solar home,4,45,0.3,0.08,10,17325,774.58,4271.35,3521.06,5.5144,4.5458,4.06,true,4.2
rooftop_home_10kw,10 kW solar home,4,45,0.3,0.06,10,17325,706.17,4271.35,3521.06,6.0486,4.9861,4.06,true,4.3
rooftop_home_10kw,10 kW solar home,4,45,0.3,0.04,10,17325,640.8,4271.35,3521.06,6.6656,5.4948,4.06,true,4.4
rooftop_home_10kw,10 kW solar home,4,60,0.7,0.08,10,12600,1314.44,4271.35,3521.06,3.2496,2.6788,2.95,true,4.2
rooftop_home_10kw,10 kW solar home,4,60,0.7,0.06,10,12600,1198.36,4271.35,3521.06,3.5643,2.9382,2.95,true,4.3
rooftop_home_10kw,10 kW solar home,4,60,0.7,0.04,10,12600,1087.43,4271.35,3521.06,3.9279,3.238,2.95,true,4.4
rooftop_home_10kw,10 kW solar home,4,60,0.5,0.08,10,12600,938.89,4271.35,3521.06,4.5494,3.7503,2.95,true,4.35
rooftop_home_10kw,10 kW solar home,4,60,0.5,0.06,10,12600,855.97,4271.35,3521.06,4.9901,4.1135,2.95,true,4.45
rooftop_home_10kw,10 kW solar home,4,60,0.5,0.04,10,12600,776.73,4271.35,3521.06,5.4991,4.5332,2.95,true,4.55
rooftop_home_10kw,10 kW solar home,4,60,0.3,0.08,10,12600,563.33,4271.35,3521.06,7.5823,6.2504,2.95,true,4.5
rooftop_home_10kw,10 kW solar home,4,60,0.3,0.06,10,12600,513.58,4271.35,3521.06,8.3168,6.8559,2.95,true,4.6
rooftop_home_10kw,10 kW solar home,4,60,0.3,0.04,10,12600,466.04,4271.35,3521.06,9.1652,7.5553,2.95,true,4.7
rooftop_home_10kw,10 kW solar home,5,0,0.7,0.08,10,31500,3286.1,5339.19,4401.33,1.6248,1.3394,5.9,true,4
rooftop_home_10kw,10 kW solar home,5,0,0.7,0.06,10,31500,2995.89,5339.19,4401.33,1.7822,1.4691,5.9,true,4.1
rooftop_home_10kw,10 kW solar home,5,0,0.7,0.04,10,31500,2718.57,5339.19,4401.33,1.964,1.619,5.9,true,4.2
rooftop_home_10kw,10 kW solar home,5,0,0.5,0.08,10,31500,2347.21,5339.19,4401.33,2.2747,1.8751,5.9,true,4.15
rooftop_home_10kw,10 kW solar home,5,0,0.5,0.06,10,31500,2139.92,5339.19,4401.33,2.495,2.0568,5.9,true,4.25
rooftop_home_10kw,10 kW solar home,5,0,0.5,0.04,10,31500,1941.83,5339.19,4401.33,2.7496,2.2666,5.9,true,4.35
rooftop_home_10kw,10 kW solar home,5,0,0.3,0.08,10,31500,1408.33,5339.19,4401.33,3.7912,3.1252,5.9,true,4.3
rooftop_home_10kw,10 kW solar home,5,0,0.3,0.06,10,31500,1283.95,5339.19,4401.33,4.1584,3.428,5.9,true,4.4
rooftop_home_10kw,10 kW solar home,5,0,0.3,0.04,10,31500,1165.1,5339.19,4401.33,4.5826,3.7776,5.9,true,4.5
rooftop_home_10kw,10 kW solar home,5,15,0.7,0.08,10,26775,2793.19,5339.19,4401.33,1.9115,1.5757,5.01,true,4.3
rooftop_home_10kw,10 kW solar home,5,15,0.7,0.06,10,26775,2546.51,5339.19,4401.33,2.0967,1.7284,5.01,true,4.4
rooftop_home_10kw,10 kW solar home,5,15,0.7,0.04,10,26775,2310.78,5339.19,4401.33,2.3106,1.9047,5.01,true,4.5
rooftop_home_10kw,10 kW solar home,5,15,0.5,0.08,10,26775,1995.13,5339.19,4401.33,2.6761,2.206,5.01,true,4.45
rooftop_home_10kw,10 kW solar home,5,15,0.5,0.06,10,26775,1818.93,5339.19,4401.33,2.9353,2.4197,5.01,true,4.55
rooftop_home_10kw,10 kW solar home,5,15,0.5,0.04,10,26775,1650.56,5339.19,4401.33,3.2348,2.6666,5.01,true,4.65
rooftop_home_10kw,10 kW solar home,5,15,0.3,0.08,10,26775,1197.08,5339.19,4401.33,4.4602,3.6767,5.01,true,4.6
rooftop_home_10kw,10 kW solar home,5,15,0.3,0.06,10,26775,1091.36,5339.19,4401.33,4.8922,4.0329,5.01,true,4.7
rooftop_home_10kw,10 kW solar home,5,15,0.3,0.04,10,26775,990.33,5339.19,4401.33,5.3913,4.4443,5.01,true,4.8
rooftop_home_10kw,10 kW solar home,5,30,0.7,0.08,10,22050,2300.27,5339.19,4401.33,2.3211,1.9134,4.13,true,4.6
rooftop_home_10kw,10 kW solar home,5,30,0.7,0.06,10,22050,2097.12,5339.19,4401.33,2.546,2.0987,4.13,true,4.7
rooftop_home_10kw,10 kW solar home,5,30,0.7,0.04,10,22050,1903,5339.19,4401.33,2.8057,2.3128,4.13,true,4.8
rooftop_home_10kw,10 kW solar home,5,30,0.5,0.08,10,22050,1643.05,5339.19,4401.33,3.2496,2.6788,4.13,true,4.75
rooftop_home_10kw,10 kW solar home,5,30,0.5,0.06,10,22050,1497.94,5339.19,4401.33,3.5643,2.9382,4.13,true,4.85
rooftop_home_10kw,10 kW solar home,5,30,0.5,0.04,10,22050,1359.28,5339.19,4401.33,3.9279,3.238,4.13,true,4.95
rooftop_home_10kw,10 kW solar home,5,30,0.3,0.08,10,22050,985.83,5339.19,4401.33,5.4159,4.4646,4.13,true,4.9
rooftop_home_10kw,10 kW solar home,5,30,0.3,0.06,10,22050,898.77,5339.19,4401.33,5.9406,4.8971,4.13,true,5
rooftop_home_10kw,10 kW solar home,5,30,0.3,0.04,10,22050,815.57,5339.19,4401.33,6.5466,5.3966,4.13,true,5.1
rooftop_home_10kw,10 kW solar home,5,45,0.7,0.08,10,17325,1807.36,5339.19,4401.33,2.9541,2.4352,3.24,true,4.9
rooftop_home_10kw,10 kW solar home,5,45,0.7,0.06,10,17325,1647.74,5339.19,4401.33,3.2403,2.6711,3.24,true,5
rooftop_home_10kw,10 kW solar home,5,45,0.7,0.04,10,17325,1495.21,5339.19,4401.33,3.5709,2.9436,3.24,true,5.1
rooftop_home_10kw,10 kW solar home,5,45,0.5,0.08,10,17325,1290.97,5339.19,4401.33,4.1358,3.4093,3.24,true,5.05
rooftop_home_10kw,10 kW solar home,5,45,0.5,0.06,10,17325,1176.96,5339.19,4401.33,4.5364,3.7396,3.24,true,5.15
rooftop_home_10kw,10 kW solar home,5,45,0.5,0.04,10,17325,1068.01,5339.19,4401.33,4.9992,4.1211,3.24,true,5.25
rooftop_home_10kw,10 kW solar home,5,45,0.3,0.08,10,17325,774.58,5339.19,4401.33,6.893,5.6822,3.24,true,5.2
rooftop_home_10kw,10 kW solar home,5,45,0.3,0.06,10,17325,706.17,5339.19,4401.33,7.5607,6.2326,3.24,true,5.3
rooftop_home_10kw,10 kW solar home,5,45,0.3,0.04,10,17325,640.8,5339.19,4401.33,8.332,6.8684,3.24,true,5.4
rooftop_home_10kw,10 kW solar home,5,60,0.7,0.08,10,12600,1314.44,5339.19,4401.33,4.062,3.3484,2.36,true,5.2
rooftop_home_10kw,10 kW solar home,5,60,0.7,0.06,10,12600,1198.36,5339.19,4401.33,4.4554,3.6728,2.36,true,5.3
rooftop_home_10kw,10 kW solar home,5,60,0.7,0.04,10,12600,1087.43,5339.19,4401.33,4.9099,4.0475,2.36,true,5.4
rooftop_home_10kw,10 kW solar home,5,60,0.5,0.08,10,12600,938.89,5339.19,4401.33,5.6867,4.6878,2.36,true,5.35
rooftop_home_10kw,10 kW solar home,5,60,0.5,0.06,10,12600,855.97,5339.19,4401.33,6.2376,5.1419,2.36,true,5.45
rooftop_home_10kw,10 kW solar home,5,60,0.5,0.04,10,12600,776.73,5339.19,4401.33,6.8739,5.6665,2.36,true,5.55
rooftop_home_10kw,10 kW solar home,5,60,0.3,0.08,10,12600,563.33,5339.19,4401.33,9.4779,7.813,2.36,true,5.5
rooftop_home_10kw,10 kW solar home,5,60,0.3,0.06,10,12600,513.58,5339.19,4401.33,10.396,8.5699,2.36,true,5.6
rooftop_home_10kw,10 kW solar home,5,60,0.3,0.04,10,12600,466.04,5339.19,4401.33,11.4565,9.4441,2.36,true,5.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.7,0.08,10,787500,82152.51,28807.5,23747.27,0.3507,0.2891,27.34,false,0
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.7,0.06,10,787500,74897.21,28807.5,23747.27,0.3846,0.3171,27.34,false,0.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.7,0.04,10,787500,67964.13,28807.5,23747.27,0.4239,0.3494,27.34,false,0.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.5,0.08,10,787500,58680.36,28807.5,23747.27,0.4909,0.4047,27.34,false,0.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.5,0.06,10,787500,53498.01,28807.5,23747.27,0.5385,0.4439,27.34,false,0.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.5,0.04,10,787500,48545.81,28807.5,23747.27,0.5934,0.4892,27.34,false,0.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.3,0.08,10,787500,35208.22,28807.5,23747.27,0.8182,0.6745,27.34,false,0.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.3,0.06,10,787500,32098.81,28807.5,23747.27,0.8975,0.7398,27.34,false,0.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,0,0.3,0.04,10,787500,29127.49,28807.5,23747.27,0.989,0.8153,27.34,false,0.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.7,0.08,10,669375,69829.63,28807.5,23747.27,0.4125,0.3401,23.24,false,0.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.7,0.06,10,669375,63662.63,28807.5,23747.27,0.4525,0.373,23.24,false,0.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.7,0.04,10,669375,57769.51,28807.5,23747.27,0.4987,0.4111,23.24,false,0.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.5,0.08,10,669375,49878.31,28807.5,23747.27,0.5776,0.4761,23.24,false,0.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.5,0.06,10,669375,45473.31,28807.5,23747.27,0.6335,0.5222,23.24,false,0.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.5,0.04,10,669375,41263.94,28807.5,23747.27,0.6981,0.5755,23.24,false,0.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.3,0.08,10,669375,29926.98,28807.5,23747.27,0.9626,0.7935,23.24,false,0.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.3,0.06,10,669375,27283.98,28807.5,23747.27,1.0558,0.8704,23.24,false,0.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,15,0.3,0.04,10,669375,24758.36,28807.5,23747.27,1.1635,0.9592,23.24,false,0.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.7,0.08,10,551250,57506.75,28807.5,23747.27,0.5009,0.4129,19.14,false,0.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.7,0.06,10,551250,52428.05,28807.5,23747.27,0.5495,0.4529,19.14,false,0.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.7,0.04,10,551250,47574.89,28807.5,23747.27,0.6055,0.4992,19.14,false,0.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.5,0.08,10,551250,41076.25,28807.5,23747.27,0.7013,0.5781,19.14,false,0.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.5,0.06,10,551250,37448.61,28807.5,23747.27,0.7693,0.6341,19.14,false,0.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.5,0.04,10,551250,33982.07,28807.5,23747.27,0.8477,0.6988,19.14,false,0.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.3,0.08,10,551250,24645.75,28807.5,23747.27,1.1689,0.9635,19.14,false,0.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.3,0.06,10,551250,22469.16,28807.5,23747.27,1.2821,1.0569,19.14,false,1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,30,0.3,0.04,10,551250,20389.24,28807.5,23747.27,1.4129,1.1647,19.14,false,1.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.7,0.08,10,433125,45183.88,28807.5,23747.27,0.6376,0.5256,15.04,false,0.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.7,0.06,10,433125,41193.47,28807.5,23747.27,0.6993,0.5765,15.04,false,1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.7,0.04,10,433125,37380.27,28807.5,23747.27,0.7707,0.6353,15.04,false,1.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.5,0.08,10,433125,32274.2,28807.5,23747.27,0.8926,0.7358,15.04,false,1.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.5,0.06,10,433125,29423.9,28807.5,23747.27,0.9791,0.8071,15.04,false,1.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.5,0.04,10,433125,26700.2,28807.5,23747.27,1.0789,0.8894,15.04,false,1.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.3,0.08,10,433125,19364.52,28807.5,23747.27,1.4876,1.2263,15.04,false,1.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.3,0.06,10,433125,17654.34,28807.5,23747.27,1.6318,1.3451,15.04,false,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,45,0.3,0.04,10,433125,16020.12,28807.5,23747.27,1.7982,1.4823,15.04,false,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.7,0.08,10,315000,32861,28807.5,23747.27,0.8766,0.7227,10.93,false,1.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.7,0.06,10,315000,29958.88,28807.5,23747.27,0.9616,0.7927,10.93,false,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.7,0.04,10,315000,27185.65,28807.5,23747.27,1.0597,0.8735,10.93,false,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.5,0.08,10,315000,23472.14,28807.5,23747.27,1.2273,1.0117,10.93,true,1.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.5,0.06,10,315000,21399.2,28807.5,23747.27,1.3462,1.1097,10.93,true,1.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.5,0.04,10,315000,19418.32,28807.5,23747.27,1.4835,1.2229,10.93,true,1.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.3,0.08,10,315000,14083.29,28807.5,23747.27,2.0455,1.6862,10.93,true,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.3,0.06,10,315000,12839.52,28807.5,23747.27,2.2437,1.8495,10.93,true,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1,60,0.3,0.04,10,315000,11650.99,28807.5,23747.27,2.4725,2.0382,10.93,true,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.7,0.08,10,787500,82152.51,43211.24,35620.91,0.526,0.4336,18.22,false,0.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.7,0.06,10,787500,74897.21,43211.24,35620.91,0.5769,0.4756,18.22,false,0.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.7,0.04,10,787500,67964.13,43211.24,35620.91,0.6358,0.5241,18.22,false,0.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.5,0.08,10,787500,58680.36,43211.24,35620.91,0.7364,0.607,18.22,false,0.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.5,0.06,10,787500,53498.01,43211.24,35620.91,0.8077,0.6658,18.22,false,0.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.5,0.04,10,787500,48545.81,43211.24,35620.91,0.8901,0.7338,18.22,false,0.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.3,0.08,10,787500,35208.22,43211.24,35620.91,1.2273,1.0117,18.22,false,0.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.3,0.06,10,787500,32098.81,43211.24,35620.91,1.3462,1.1097,18.22,false,0.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,0,0.3,0.04,10,787500,29127.49,43211.24,35620.91,1.4835,1.2229,18.22,false,1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.7,0.08,10,669375,69829.63,43211.24,35620.91,0.6188,0.5101,15.49,false,0.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.7,0.06,10,669375,63662.63,43211.24,35620.91,0.6788,0.5595,15.49,false,0.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.7,0.04,10,669375,57769.51,43211.24,35620.91,0.748,0.6166,15.49,false,1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.5,0.08,10,669375,49878.31,43211.24,35620.91,0.8663,0.7142,15.49,false,0.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.5,0.06,10,669375,45473.31,43211.24,35620.91,0.9503,0.7833,15.49,false,1.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.5,0.04,10,669375,41263.94,43211.24,35620.91,1.0472,0.8632,15.49,false,1.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.3,0.08,10,669375,29926.98,43211.24,35620.91,1.4439,1.1903,15.49,false,1.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.3,0.06,10,669375,27283.98,43211.24,35620.91,1.5838,1.3056,15.49,false,1.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,15,0.3,0.04,10,669375,24758.36,43211.24,35620.91,1.7453,1.4387,15.49,false,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.7,0.08,10,551250,57506.75,43211.24,35620.91,0.7514,0.6194,12.76,false,1.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.7,0.06,10,551250,52428.05,43211.24,35620.91,0.8242,0.6794,12.76,false,1.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.7,0.04,10,551250,47574.89,43211.24,35620.91,0.9083,0.7487,12.76,false,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.5,0.08,10,551250,41076.25,43211.24,35620.91,1.052,0.8672,12.76,false,1.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.5,0.06,10,551250,37448.61,43211.24,35620.91,1.1539,0.9512,12.76,false,1.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.5,0.04,10,551250,33982.07,43211.24,35620.91,1.2716,1.0482,12.76,true,1.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.3,0.08,10,551250,24645.75,43211.24,35620.91,1.7533,1.4453,12.76,true,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.3,0.06,10,551250,22469.16,43211.24,35620.91,1.9231,1.5853,12.76,true,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,30,0.3,0.04,10,551250,20389.24,43211.24,35620.91,2.1193,1.747,12.76,true,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.7,0.08,10,433125,45183.88,43211.24,35620.91,0.9563,0.7884,10.02,false,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.7,0.06,10,433125,41193.47,43211.24,35620.91,1.049,0.8647,10.02,false,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.7,0.04,10,433125,37380.27,43211.24,35620.91,1.156,0.9529,10.02,false,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.5,0.08,10,433125,32274.2,43211.24,35620.91,1.3389,1.1037,10.02,true,1.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.5,0.06,10,433125,29423.9,43211.24,35620.91,1.4686,1.2106,10.02,true,1.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.5,0.04,10,433125,26700.2,43211.24,35620.91,1.6184,1.3341,10.02,true,1.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.3,0.08,10,433125,19364.52,43211.24,35620.91,2.2315,1.8395,10.02,true,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.3,0.06,10,433125,17654.34,43211.24,35620.91,2.4476,2.0177,10.02,true,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,45,0.3,0.04,10,433125,16020.12,43211.24,35620.91,2.6973,2.2235,10.02,true,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.7,0.08,10,315000,32861,43211.24,35620.91,1.315,1.084,7.29,true,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.7,0.06,10,315000,29958.88,43211.24,35620.91,1.4424,1.189,7.29,true,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.7,0.04,10,315000,27185.65,43211.24,35620.91,1.5895,1.3103,7.29,true,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.5,0.08,10,315000,23472.14,43211.24,35620.91,1.841,1.5176,7.29,true,1.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.5,0.06,10,315000,21399.2,43211.24,35620.91,2.0193,1.6646,7.29,true,1.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.5,0.04,10,315000,19418.32,43211.24,35620.91,2.2253,1.8344,7.29,true,2.05
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.3,0.08,10,315000,14083.29,43211.24,35620.91,3.0683,2.5293,7.29,true,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.3,0.06,10,315000,12839.52,43211.24,35620.91,3.3655,2.7743,7.29,true,2.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,1.5,60,0.3,0.04,10,315000,11650.99,43211.24,35620.91,3.7088,3.0573,7.29,true,2.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.7,0.08,10,787500,82152.51,57614.99,47494.55,0.7013,0.5781,13.67,false,1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.7,0.06,10,787500,74897.21,57614.99,47494.55,0.7693,0.6341,13.67,false,1.1
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.7,0.04,10,787500,67964.13,57614.99,47494.55,0.8477,0.6988,13.67,false,1.2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.5,0.08,10,787500,58680.36,57614.99,47494.55,0.9818,0.8094,13.67,false,1.15
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.5,0.06,10,787500,53498.01,57614.99,47494.55,1.077,0.8878,13.67,false,1.25
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.5,0.04,10,787500,48545.81,57614.99,47494.55,1.1868,0.9783,13.67,false,1.35
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.3,0.08,10,787500,35208.22,57614.99,47494.55,1.6364,1.349,13.67,true,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.3,0.06,10,787500,32098.81,57614.99,47494.55,1.7949,1.4796,13.67,true,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,0,0.3,0.04,10,787500,29127.49,57614.99,47494.55,1.978,1.6306,13.67,true,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.7,0.08,10,669375,69829.63,57614.99,47494.55,0.8251,0.6801,11.62,false,1.3
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.7,0.06,10,669375,63662.63,57614.99,47494.55,0.905,0.746,11.62,false,1.4
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.7,0.04,10,669375,57769.51,57614.99,47494.55,0.9973,0.8221,11.62,false,1.5
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.5,0.08,10,669375,49878.31,57614.99,47494.55,1.1551,0.9522,11.62,false,1.45
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.5,0.06,10,669375,45473.31,57614.99,47494.55,1.267,1.0444,11.62,true,1.55
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.5,0.04,10,669375,41263.94,57614.99,47494.55,1.3963,1.151,11.62,true,1.65
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.3,0.08,10,669375,29926.98,57614.99,47494.55,1.9252,1.587,11.62,true,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.3,0.06,10,669375,27283.98,57614.99,47494.55,2.1117,1.7407,11.62,true,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,15,0.3,0.04,10,669375,24758.36,57614.99,47494.55,2.3271,1.9183,11.62,true,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.7,0.08,10,551250,57506.75,57614.99,47494.55,1.0019,0.8259,9.57,false,1.6
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.7,0.06,10,551250,52428.05,57614.99,47494.55,1.0989,0.9059,9.57,false,1.7
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.7,0.04,10,551250,47574.89,57614.99,47494.55,1.211,0.9983,9.57,false,1.8
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.5,0.08,10,551250,41076.25,57614.99,47494.55,1.4026,1.1563,9.57,true,1.75
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.5,0.06,10,551250,37448.61,57614.99,47494.55,1.5385,1.2683,9.57,true,1.85
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.5,0.04,10,551250,33982.07,57614.99,47494.55,1.6955,1.3976,9.57,true,1.95
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.3,0.08,10,551250,24645.75,57614.99,47494.55,2.3377,1.9271,9.57,true,1.9
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.3,0.06,10,551250,22469.16,57614.99,47494.55,2.5642,2.1138,9.57,true,2
neighborhood_cluster_250kw,250 kW neighborhood cluster,2,30,0.3,0.04,10,551250,20389.24,57614.99,47494.55,2.8258,2.3294,9.57,true,2.1
